"","sci.name","lat","long","altitude","treatment"
"754","Dolichandrone atrovirens","13.93990846","78.49537963",471,"CAFA"
"755","Dolichandrone atrovirens","14.059353333333336","78.34465833333334",568.2,"CPFA"
"756","Acacia chundra","13.84584603","78.44878228",518.4725342,"CPFA"
"757","Wrightia tinctoria","14.07234535","78.36358823",400,"CPFA"
"758","Dolichandrone atrovirens","14.061363333333334","78.342085",564.4,"Control"
"759","Dolichandrone atrovirens","14.01930037","78.38074472",430,"CPFA"
"760","Dolichandrone atrovirens","13.80519907","78.41412759",517.757019,"CAFA"
"761","Pongamia pinnata","13.87355464","78.52860687",446,"CAFA"
"762","Dolichandrone atrovirens","13.90497645","78.50432757",431,"CAFA"
"763","Dolichandrone atrovirens","13.82873788","78.41311892",439.4881592,"CAFA"
"764","Pongamia pinnata","13.87341602","78.52914722",443,"CAFA"
"765","Dalbergia paniculata","14.04117159","78.3176313",542.6243896,"Control"
"766","Cassia fistula","14.04131545","78.31787548",515.3812866,"Control"
"767","Acacia chundra","13.86198534","78.43291317",451.46521,"Control"
"768","Dalbergia paniculata","14.069920000000002","78.31840000000001",553.2,"CAFA"
"769","Dalbergia paniculata","14.04121973","78.31823629",535.310791,"Control"
"770","Dolichandrone atrovirens","14.061126666666667","78.342635",564.6,"Control"
"771","Dolichandrone atrovirens","14.061446666666665","78.34214",564.5,"Control"
"772","Cassia fistula","14.03207711","78.37957447",415,"Control"
"773","Azadirachata indica","14.02254536","78.38081652",451,"CAFA"
"774","Acacia chundra","13.86200635","78.43362965",446.9330444,"Control"
"775","Pongamia pinnata","13.87337741","78.52882004",449,"CAFA"
"776","Acacia nilotica","14.06393633","78.35521188",436,"CAFA"
"777","Albizia amara","13.86470093","78.39897632",429.2662964,"CAFA"
"778","Dolichandrone atrovirens","13.83763737","78.41063694",514.3239136,"Control"
"779","Cassia fistula","13.83834096","78.41064426",514.6013794,"CAFA"
"780","Dolichandrone atrovirens","13.8290433","78.41243121",453.8453369,"CAFA"
"781","Azadirachata indica","13.80556347","78.41419318",502.550293,"CAFA"
"782","Dalbergia paniculata","14.055666666666665","78.34358333333333",579.7,"CAFA"
"783","Dolichandrone atrovirens","14.00857485","78.32103658",517.3681641,"CAFA"
"784","Dolichandrone atrovirens","14.01926823","78.38087502",432,"CPFA"
"785","Dolichandrone atrovirens","13.83704702","78.41071055",517.1864624,"Control"
"786","Chloroxylon swietenia","13.82880983","78.41313193",448.6282959,"CAFA"
"787","Dolichandrone atrovirens","14.11628889","78.34031858",390.0157471,"CAFA"
"788","Dolichandrone atrovirens","14.01929399","78.38067377",427,"CPFA"
"789","Dolichandrone atrovirens","13.85298441","78.4426727",494.3674316,"Control"
"790","Acacia chundra","13.85058981","78.44295276",498.1213379,"CPFA"
"791","Dolichandrone atrovirens","13.85049814","78.44326906",475.5596924,"CPFA"
"792","Dolichandrone atrovirens","13.83710182","78.41075887",497.9246826,"Control"
"793","Dolichandrone atrovirens","13.93994042","78.49539524",478,"CAFA"
"794","Cassia fistula","13.86484553","78.39871542",431.1989746,"CAFA"
"795","Dolichandrone atrovirens","13.80554991","78.41427772",480.3602295,"CAFA"
"796","Dolichandrone atrovirens","13.93994149","78.49550763",468,"CAFA"
"797","Dolichandrone atrovirens","13.82771263","78.41313075",464.0762939,"Control"
"798","Dolichandrone atrovirens","13.84888457","78.42866949",474.3586426,"CAFA"
"799","Dolichandrone atrovirens","13.93988158","78.49363455",469,"CAFA"
"800","Tectona grandis","13.84889416","78.42887914",463.6590576,"CAFA"
"801","Dolichandrone atrovirens","13.93998521","78.49384744",463,"CAFA"
"802","Chloroxylon swietenia","13.94257205","78.50762547",415,"CPFA"
"803","Unknown","14.058583333333335","78.33743666666666",539.2,"CPFA"
"804","Butea monosperma","14.0674254","78.34835151",429,"CAFA"
"805","Pongamia pinnata","14.0194922","78.38237513",450,"CAFA"
"806","Hardwickia binata","13.90662986","78.50225455",435,"CPFA"
"807","Dolichandrone atrovirens","13.84220307","78.42871183",475.6654053,"Control"
"808","Cassia fistula","14.059136666666666","78.34443833333333",568.3,"CPFA"
"809","Dolichandrone atrovirens","14.02131921","78.38098701",449,"CAFA"
"810","Dolichandrone atrovirens","14.0213171","78.38099671",453,"CAFA"
"811","Dolichandrone atrovirens","13.8421228","78.42829837",469.878418,"Control"
"812","Dolichandrone atrovirens","14.059281666666667","78.34474166666668",547.5,"CPFA"
"813","Dalbergia paniculata","14.05536","78.34289166666667",484.5,"CAFA"
"814","Dalbergia paniculata","14.04115565","78.31762358",534.8867188,"Control"
"815","Cassia fistula","13.86527908","78.39831274",422.8455811,"CAFA"
"816","Dalbergia paniculata","14.069239999999999","78.31816",552.7,"CAFA"
"817","Butea monosperma","14.06741944","78.34838799",403,"CAFA"
"818","Cassia fistula","13.86521991","78.39834748",417.2878418,"CAFA"
"819","Butea monosperma","14.06742391","78.34835379",429,"CAFA"
"820","Cassia fistula","13.86522001","78.39841164",418.1156006,"CAFA"
"821","Hardwickia binata","13.90665266","78.50257962",445,"CPFA"
"822","Dolichandrone atrovirens","13.8730292","78.52512017",423,"Control"
"823","Unknown","14.05856","78.33760166666666",528.3,"CPFA"
"824","Dolichandrone atrovirens","13.86194567","78.43286217",456.057251,"Control"
"825","Dolichandrone atrovirens","13.83713273","78.41077108",507.498291,"Control"
"826","Dolichandrone atrovirens","13.82823077","78.4130129",461.4575195,"Control"
"827","Dolichandrone atrovirens","13.82899689","78.41247827",449.6258545,"CAFA"
"828","Cassia fistula","13.86506249","78.39845009",412.1484985,"CAFA"
"829","Dolichandrone atrovirens","14.11830613","78.33491902",406.3450928,"CAFA"
"830","Dolichandrone atrovirens","13.93982101","78.49534587",476,"CAFA"
"831","Dolichandrone atrovirens","13.90572773","78.5021697",428,"CAFA"
"832","Tectona grandis","13.84900271","78.42840611",453.2762451,"CAFA"
"833","Dolichandrone atrovirens","13.84355308","78.42141778",479.5137939,"CAFA"
"834","Dalbergia paniculata","14.069198333333334","78.3181",552.6,"CAFA"
"835","Dolichandrone atrovirens","13.84347523","78.42124086",483.1906128,"CAFA"
"836","Dalbergia paniculata","14.04132691","78.31829728",536.8059082,"Control"
"837","Chloroxylon swietenia","14.02242421","78.38139123",453,"CAFA"
"838","Dolichandrone atrovirens","13.83786398","78.41066757",523.5377197,"Control"
"839","Dalbergia paniculata","14.051003333333332","78.324675",576.8,"CAFA"
"840","Dolichandrone atrovirens","14.01931925","78.38073805",432,"CPFA"
"841","Dolichandrone atrovirens","13.84358652","78.42165721",465.1799316,"CAFA"
"842","Dolichandrone atrovirens","13.93969146","78.49317848",462,"CAFA"
"843","Chloroxylon swietenia","14.022418","78.38139347",455,"CAFA"
"844","Pongamia pinnata","14.03044741","78.38383714",407,"CAFA"
"845","Dolichandrone atrovirens","13.87318526","78.52530953",436,"Control"
"846","Limonia acidissima","13.87345747","78.52932565",451,"CAFA"
"847","Limonia acidissima","13.87340247","78.52891737",448,"CAFA"
"848","Dolichandrone atrovirens","13.86201752","78.43345838",444.1398926,"Control"
"849","Dolichandrone atrovirens","13.86200729","78.43272146",461.1191406,"Control"
"850","Dolichandrone atrovirens","13.8698533","78.4180387",432.1207275,"Control"
"851","Hardwickia binata","13.90660322","78.50223327",435,"CPFA"
"852","Cassia fistula","14.04124132","78.31792823",541.0913086,"Control"
"853","Cassia fistula","13.86482383","78.39866625",419.4237061,"CAFA"
"854","Dolichandrone atrovirens","13.82824842","78.41299501",452.6348877,"Control"
"855","Dolichandrone atrovirens","13.94079215","78.49435768",457,"Control"
"856","Chloroxylon swietenia","13.94266776","78.50766451",408,"CPFA"
"857","Butea monosperma","14.01943398","78.38238643",442,"CAFA"
"858","Dolichandrone atrovirens","13.87312764","78.52534496",446,"Control"
"859","Limonia acidissima","13.87347197","78.52899962",444,"CAFA"
"860","Dolichandrone atrovirens","14.01947519","78.38240712",448,"CAFA"
"861","Tectona grandis","13.83815702","78.41054117",524.5324707,"CAFA"
"862","Dolichandrone atrovirens","13.8287439","78.41309222",440.8671265,"CAFA"
"863","Dolichandrone atrovirens","14.055268333333334","78.34302833333332",483.9,"CAFA"
"864","Tectona grandis","13.8488428","78.42864724",453,"CAFA"
"865","Tectona grandis","13.83843552","78.41060411",557.4008789,"CAFA"
"866","Dolichandrone atrovirens","13.84350888","78.42128456",482.874939,"CAFA"
"867","Limonia acidissima","13.87348488","78.5289478",446,"CAFA"
"868","Dolichandrone atrovirens","13.85046361","78.44347591",487.5449219,"CPFA"
"869","Acacia chundra","13.86188657","78.43303245",438.2875366,"Control"
"870","Syzygium cumini","13.84878716","78.42878139",450,"CAFA"
"871","Ziziphus mauritiana","13.84874545","78.42896504",455,"CAFA"
"872","Dolichandrone atrovirens","13.94067621","78.4940046",464,"Control"
"873","Dolichandrone atrovirens","14.061533333333333","78.34220166666667",564.3,"Control"
"874","Wrightia tinctoria","14.078551666666666","78.32972333333333",532.8,"CAFA"
"875","Dolichandrone atrovirens","13.84219224","78.42821284",475.3728027,"Control"
"876","Azadirachata indica","13.87363971","78.52808993",442,"CAFA"
"877","Butea monosperma","14.06726729","78.34901074",428,"CAFA"
"878","Dolichandrone atrovirens","14.061163333333331","78.34254166666666",564.5,"Control"
"879","Dolichandrone atrovirens","13.86987408","78.41802737",419.6608887,"Control"
"880","Chloroxylon swietenia","13.94264383","78.50766168",406,"CPFA"
"881","Gyrocarpus americanus","14.078489999999999","78.32951",500.1,"CAFA"
"882","Dalbergia paniculata","14.00869941","78.32071383",505.7606201,"CAFA"
"883","Acacia chundra","13.86201211","78.4327455",460.5149536,"Control"
"884","Dolichandrone atrovirens","13.86986543","78.41795945",425.4764404,"Control"
"885","Dolichandrone atrovirens","14.059259999999998","78.34461833333333",569,"CPFA"
"886","Holoptelia intergrifolia","13.84890358","78.42854147",456.0697021,"CAFA"
"887","Dolichandrone atrovirens","13.86200382","78.43291998",452.654541,"Control"
"888","Tectona grandis","13.90468298","78.50441449",420,"CAFA"
"889","Dolichandrone atrovirens","13.86191804","78.43270601",459.366272,"Control"
"890","Dolichandrone atrovirens","13.80537016","78.41416431",494.581665,"CAFA"
"891","Gyrocarpus americanus","14.078480000000003","78.32989333333333",532.7,"CAFA"
"892","Chloroxylon swietenia","14.02237415","78.38153209",453,"CAFA"
"893","Hardwickia binata","13.90643161","78.5020095",439,"CPFA"
"894","Dalbergia paniculata","14.064816666666665","78.31983166666667",532.3,"CAFA"
"895","Chloroxylon swietenia","14.051585","78.324615",587.7,"CAFA"
"896","Butea monosperma","14.01971125","78.38230633",438,"CAFA"
"897","Dolichandrone atrovirens","13.86186767","78.43287245",451.2773438,"Control"
"898","Syzygium cumini","13.87355665","78.52860551",446,"CAFA"
"899","Diospyros melanoxylon","13.84885243","78.42888226",464.9127197,"CAFA"
"900","Wrightia tinctoria","14.11668437","78.34049782",399.4920654,"CAFA"
"901","Dolichandrone atrovirens","13.93963563","78.49525546",484,"CAFA"
"902","Dolichandrone atrovirens","13.83707804","78.41078974",510.7431641,"Control"
"903","Dolichandrone atrovirens","13.8054706","78.41427856",492.2390137,"CAFA"
"904","Hardwickia binata","13.90643385","78.50197643",449,"CPFA"
"905","Chloroxylon swietenia","13.94268644","78.50766584",407,"CPFA"
"906","Dolichandrone atrovirens","13.82890515","78.41250482",446.2686768,"CAFA"
"907","Tectona grandis","13.86507688","78.39853504",411.8286743,"CAFA"
"908","Tectona grandis","13.84890723","78.42842632",442,"CAFA"
"909","Tectona grandis","13.8487818","78.42871228",464,"CAFA"
"910","Tectona grandis","13.84900315","78.42841787",456.8018188,"CAFA"
"911","Dalbergia paniculata","14.04115398","78.31764704",538.5137939,"Control"
"912","Azadirachata indica","14.04076302","78.31733907",541.3913574,"CAFA"
"913","Ziziphus mauritiana","14.06726713","78.34903229",424,"CAFA"
"914","Cassia fistula","14.02767818","78.37569791",423,"Control"
"915","Cassia fistula","14.0275136","78.37551852",426,"Control"
"916","Acacia chundra","13.86513915","78.39851454",404.3690186,"CAFA"
"917","Cassia fistula","13.83820847","78.41056192",519.0078735,"CAFA"
"918","Wrightia tinctoria","13.89370779","78.41336568",421.9342651,"CAFA"
"919","Azadirachata indica","13.82894428","78.41257679",447.5522461,"CAFA"
"920","Wrightia tinctoria","13.87319924","78.52823957",459,"CAFA"
"921","Azadirachata indica","14.078560000000001","78.32918333333333",496.8,"CAFA"
"922","Butea monosperma","14.06727953","78.34882763",402,"CAFA"
"923","Butea monosperma","14.01965192","78.38232459",437,"CAFA"
"924","Diospyros montana","14.02157013","78.37983728",442,"CPFA"
"925","Dolichandrone atrovirens","14.01928215","78.38132359",423,"CPFA"
"926","Dolichandrone atrovirens","13.86193698","78.43276764",460.7994385,"Control"
"927","Acacia chundra","13.89260602","78.41422423",427,"CPFA"
"928","Syzygium cumini","13.90559368","78.50206441",436,"CAFA"
"929","Wrightia tinctoria","13.80481396","78.41402032",500.0137329,"CAFA"
"930","Dolichandrone atrovirens","13.94088007","78.49468948",443,"Control"
"931","Azadirachata indica","14.078518333333333","78.329735",532.8,"CAFA"
"932","Dalbergia paniculata","14.00853479","78.32089253",491.8799438,"CAFA"
"933","Ziziphus mauritiana","14.03234923","78.37955536",407,"Control"
"934","Ziziphus mauritiana","14.06392064","78.35512907",434,"CAFA"
"935","Syzygium cumini","13.84893324","78.42848914",460.8809814,"CAFA"
"936","Dolichandrone atrovirens","13.8457956","78.44845666",517.5742798,"CPFA"
"937","Diospyros montana","14.06342365","78.35488359",434,"CAFA"
"938","Dolichandrone atrovirens","13.85037422","78.44364389",490.7680054,"CPFA"
"939","Gardenia gummifera","13.85048828","78.44334549",479.3455811,"CPFA"
"940","Carissa carandas","14.02782179","78.37593623",417,"Control"
"941","Holoptelia intergrifolia","13.90507303","78.50187408",419,"CAFA"
"942","Dolichandrone atrovirens","13.84362743","78.42102276",486.307312,"CAFA"
"943","Dolichandrone atrovirens","13.84355009","78.42167018",477.5742188,"CAFA"
"944","Dolichandrone atrovirens","14.058543333333335","78.33709",539,"CPFA"
"945","Hardwickia binata","13.90656764","78.5022971",432,"CPFA"
"946","Dolichandrone atrovirens","13.8435264","78.42145995",479.1624756,"CAFA"
"947","Holoptelia intergrifolia","14.0651","78.31972999999999",532.8,"CAFA"
"948","Wrightia tinctoria","14.078451666666668","78.329775",532.8,"CAFA"
"949","Tectona grandis","13.84887443","78.42890658",465.4729004,"CAFA"
"950","Tectona grandis","13.90501734","78.50179647",412,"CAFA"
"951","Dalbergia paniculata","13.8736634","78.52808409",440,"CAFA"
"952","Dolichandrone atrovirens","13.84877875","78.42885254",453,"CAFA"
"953","Dolichandrone atrovirens","13.83819148","78.4105573",520.8597412,"CAFA"
"954","Dolichandrone atrovirens","14.061775","78.342055",564.2,"Control"
"955","Acacia chundra","13.86189292","78.43275494",457.895874,"Control"
"956","Dolichandrone atrovirens","14.061045000000002","78.34260333333333",564.5,"Control"
"957","Dolichandrone atrovirens","13.83815437","78.41069516",518.1307983,"CAFA"
"958","Dolichandrone atrovirens","13.87294173","78.52460502",430,"Control"
"959","Dolichandrone atrovirens","14.061233333333332","78.34249166666667",564.5,"Control"
"960","Cassia fistula","14.00877292","78.32060216",513.6091919,"CAFA"
"961","Pongamia pinnata","14.03021889","78.38466599",387,"CAFA"
"962","Albizia amara","14.04076324","78.31734084",542.1333008,"CAFA"
"963","Holoptelia intergrifolia","13.84890505","78.42854052",456.5637207,"CAFA"
"964","Hardwickia binata","13.87343777","78.52927957",453,"CAFA"
"965","Carissa carandas","14.078623333333333","78.32913166666667",532.7,"CAFA"
"966","Chloroxylon swietenia","13.82875911","78.41316336",435.5552368,"CAFA"
"967","Dolichandrone atrovirens","13.94062698","78.49380634",446,"Control"
"968","Dolichandrone atrovirens","13.94073131","78.49421842",445,"Control"
"969","Dolichandrone atrovirens","13.94084852","78.49438337",474,"Control"
"970","Dolichandrone atrovirens","13.87314355","78.52513279",424,"Control"
"971","Cassia fistula","14.04132863","78.31813401",523.4464111,"Control"
"972","Dolichandrone atrovirens","13.86985532","78.41784143",425.4411621,"Control"
"973","Dolichandrone atrovirens","13.84219849","78.42870509",483.6395264,"Control"
"974","Dolichandrone atrovirens","13.87323633","78.52531188",450,"Control"
"975","Dolichandrone atrovirens","13.8730916","78.52488505",436,"Control"
"976","Dolichandrone atrovirens","13.86188599","78.43270433",450.4118042,"Control"
"977","Dolichandrone atrovirens","14.11663715","78.34052664",407,"CAFA"
"978","Pongamia pinnata","13.89225308","78.48067429",455,"CPFA"
"979","Dolichandrone atrovirens","14.11680589","78.34062756",401.6110229,"CAFA"
"980","Tectona grandis","13.84899399","78.42852908",451.9395142,"CAFA"
"981","Tectona grandis","13.828109","78.41297438",468.3406982,"Control"
"982","Dolichandrone atrovirens","13.84353145","78.42175606",481.6676025,"CAFA"
"983","Cassia fistula","14.061626666666665","78.34192333333334",564.3,"Control"
"984","Butea monosperma","14.06741278","78.34848219",416,"CAFA"
"985","Pongamia pinnata","14.03021309","78.38446622",409,"CAFA"
"986","Wrightia tinctoria","13.87289127","78.52463188",427,"Control"
"987","Dolichandrone atrovirens","13.87315545","78.52497098",427,"Control"
"988","Dolichandrone atrovirens","13.86978298","78.41788996",444.9194946,"Control"
"989","Wrightia tinctoria","13.87316154","78.52496218",457,"CAFA"
"990","Dolichandrone atrovirens","13.86199964","78.43294657",452.1296997,"Control"
"991","Dolichandrone atrovirens","13.84216772","78.42810542",479.7479248,"Control"
"992","Dolichandrone atrovirens","14.055586666666667","78.34360833333334",580.5,"CAFA"
"993","Cassia fistula","13.8732417","78.52809659",444,"CAFA"
"994","Cassia fistula","13.84901076","78.42816613",459,"CAFA"
"995","Acacia chundra","14.11814584","78.33502746",413.2388916,"CAFA"
"996","Dalbergia paniculata","14.0413421","78.3181619",529.4760742,"Control"
"997","Dolichandrone atrovirens","14.061466666666668","78.34239833333332",564.4,"Control"
"998","Pongamia pinnata","14.03017919","78.38447862",409,"CAFA"
"999","Cassia fistula","14.02753505","78.37554573",424,"Control"
"1000","Dolichandrone atrovirens","13.83728716","78.41086796",497.5583496,"Control"
"1001","Dolichandrone atrovirens","13.83813985","78.41059288",529.161377,"CAFA"
"1002","Dolichandrone atrovirens","13.86931372","78.41771654",428.8100586,"Control"
"1003","Dolichandrone atrovirens","13.93961164","78.49518043",478,"CAFA"
"1004","Cassia fistula","14.00864611","78.32085163",497.923584,"CAFA"
"1005","Wrightia tinctoria","13.82888972","78.41250614",453.9223633,"CAFA"
"1006","Dolichandrone atrovirens","13.93977212","78.49535603",481,"CAFA"
"1007","Cassia fistula","13.86193447","78.43311781",449.3638306,"Control"
"1008","Ziziphus mauritiana","14.058973333333332","78.3439",564.9,"CPFA"
"1009","Cassia fistula","14.05856","78.33762166666666",528.5,"CPFA"
"1010","Tectona grandis","13.84889716","78.42854484",458.2451172,"CAFA"
"1011","Tectona grandis","13.90655658","78.50214747",447,"CPFA"
"1012","Tectona grandis","13.9051429","78.50191131",419,"CAFA"
"1013","Tectona grandis","13.84900711","78.42842815",458.8389893,"CAFA"
"1014","Cassia fistula","14.03210621","78.37960397",412,"Control"
"1015","Wrightia tinctoria","13.89373296","78.4133463",414.4313965,"CAFA"
"1016","Dolichandrone atrovirens","13.84877167","78.42881889",457,"CAFA"
"1017","Dolichandrone atrovirens","13.85278574","78.44250476",477.5792236,"Control"
"1018","Dolichandrone atrovirens","13.83768527","78.4105767",499.1414795,"Control"
"1019","Dolichandrone atrovirens","14.061245000000001","78.34244166666667",564.5,"Control"
"1020","Butea monosperma","14.01946623","78.382414",445,"CAFA"
"1021","Dolichandrone atrovirens","13.83751167","78.41082379",510.7141113,"Control"
"1022","Syzygium cumini","13.90557465","78.50206621",439,"CAFA"
"1023","Dolichandrone atrovirens","13.8288517","78.41297595",438.579834,"CAFA"
"1024","Dolichandrone atrovirens","13.93972557","78.49530622",489,"CAFA"
"1025","Limonia acidissima","13.87342555","78.52886545",446,"CAFA"
"1026","Tectona grandis","13.84896116","78.42846814",461.4818726,"CAFA"
"1027","Dolichandrone atrovirens","13.84222198","78.42869129",482.0629883,"Control"
"1028","Dalbergia paniculata","14.00862047","78.32090452",498.1862793,"CAFA"
"1029","Tectona grandis","13.84895832","78.42846052",462.8952026,"CAFA"
"1030","Chloroxylon swietenia","14.050906666666666","78.324675",579.3,"CAFA"
"1031","Dolichandrone atrovirens","13.86930055","78.41771704",424.7765503,"Control"
"1032","Morinda pubescens","13.85041128","78.44315434",500.2357178,"CPFA"
"1033","Albizia lebbeck","13.82898056","78.41266809",474.0405273,"CAFA"
"1034","Dolichandrone atrovirens","13.84221193","78.42885022",486.5688477,"Control"
"1035","Dolichandrone atrovirens","13.84368945","78.42106137",476.7659912,"CAFA"
"1036","Dolichandrone atrovirens","13.84225669","78.42844944",472.0062256,"Control"
"1037","Tectona grandis","13.90654585","78.50233445",439,"CPFA"
"1038","Limonia acidissima","13.87342767","78.52887493",445,"CAFA"
"1039","Tectona grandis","13.84873894","78.42894195",454,"CAFA"
"1040","Butea monosperma","14.06729702","78.34889091",419,"CAFA"
"1041","Tectona grandis","13.848886","78.42846035",460,"CAFA"
"1042","Tectona grandis","13.84895914","78.42847792",454.8590088,"CAFA"
"1043","Dolichandrone atrovirens","13.86980549","78.41801848",449.4472656,"Control"
"1044","Dolichandrone atrovirens","13.86980036","78.41789838",444.0117188,"Control"
"1045","Sapindus emarginatus","14.02251979","78.38082163",454,"CAFA"
"1046","Dolichandrone atrovirens","13.8728606","78.52473128",426,"Control"
"1047","Dolichandrone atrovirens","13.87311001","78.52509843",424,"Control"
"1048","Tectona grandis","13.8489128","78.42844314",448,"CAFA"
"1049","Tectona grandis","13.90657513","78.50240825",440,"CPFA"
"1050","Dolichandrone atrovirens","14.11693924","78.34064109",397.3208008,"CAFA"
"1051","Tectona grandis","13.84884803","78.42865153",455,"CAFA"
"1052","Dolichandrone atrovirens","13.87315536","78.52534851",441,"Control"
"1053","Unknown","13.87387182","78.52806909",444,"CAFA"
"1054","Wrightia tinctoria","13.82888312","78.41298039",446.1619873,"CAFA"
"1055","Tectona grandis","13.84884314","78.42882987",465.4783936,"CAFA"
"1056","Unknown","13.87381512","78.52808138",436,"CAFA"
"1057","Tectona grandis","13.84879086","78.4288602",457,"CAFA"
"1058","Pongamia pinnata","14.065095000000001","78.31976333333334",532.9,"CAFA"
"1059","Albizia amara","14.0405483","78.31736859",542.8759766,"CAFA"
"1060","Butea monosperma","14.06743306","78.34851308",419,"CAFA"
"1061","Cassia fistula","14.0275704","78.3755837",423,"Control"
"1062","Cassia fistula","14.0321453","78.37957733",409,"CAFA"
"1063","Acacia leucophloea","14.02777266","78.37572991",427,"Control"
"1064","Cassia fistula","14.02776938","78.37572621",426,"Control"
"1065","Dolichandrone atrovirens","14.03182794","78.37960982",419,"Control"
"1066","Holoptelia intergrifolia","13.84878435","78.42879225",458,"CAFA"
"1067","Dolichandrone atrovirens","13.85050593","78.44314295",479.9621582,"CPFA"
"1068","Azadirachata indica","13.82897821","78.41264896",469.5419922,"CAFA"
"1069","Wrightia tinctoria","13.82897236","78.41270124",449.0557251,"CAFA"
"1070","Dolichandrone atrovirens","13.84213571","78.42830333",470.0315552,"Control"
"1071","Tectona grandis","13.87339145","78.5288445",448,"CAFA"
"1072","Cassia fistula","14.04121391","78.31773866",494.9890137,"Control"
"1073","Dolichandrone atrovirens","13.84221276","78.42872807",476.1862793,"Control"
"1074","Azadirachata indica","14.06394911","78.35517348",436,"CAFA"
"1075","Tectona grandis","13.84891431","78.42853854",455.760498,"CAFA"
"1076","Tectona grandis","13.8382684","78.41070885",530.5463867,"CAFA"
"1077","Tectona grandis","13.82789342","78.41304085",467.0283203,"Control"
"1078","Azadirachata indica","13.87319574","78.52821143",462,"CAFA"
"1079","Tectona grandis","13.84884814","78.42863503",456,"CAFA"
"1080","Dolichandrone atrovirens","13.8435865","78.42088827",490.1998291,"CAFA"
"1081","Limonia acidissima","13.87334512","78.52913924",448,"CAFA"
"1082","Dolichandrone atrovirens","13.85044816","78.44346149",484.2554932,"CPFA"
"1083","Tectona grandis","13.84875722","78.42891737",455,"CAFA"
"1084","Dolichandrone atrovirens","13.86976184","78.41792929",431.2557373,"Control"
"1085","Dolichandrone atrovirens","13.93965117","78.49537846",480,"CAFA"
"1086","Dolichandrone atrovirens","13.87315257","78.52543205",433,"Control"
"1087","Tectona grandis","13.84877332","78.42881448",458,"CAFA"
"1088","Unknown","13.87382177","78.52808395",434,"CAFA"
"1089","Dolichandrone atrovirens","13.86969531","78.4177645",432.7900391,"Control"
"1090","Dolichandrone atrovirens","14.04076129","78.31733971",541.739502,"CAFA"
"1091","Acacia chundra","13.85046814","78.44321791",491.6674805,"CPFA"
"1092","Tectona grandis","13.87287316","78.52474767",432,"Control"
"1093","Butea monosperma","14.0672795","78.34896905",421,"CAFA"
"1094","Dolichandrone atrovirens","13.86966404","78.41785384",431.9675293,"Control"
"1095","Tectona grandis","13.84885287","78.42862827",457,"CAFA"
"1096","Gardenia gummifera","13.85037023","78.44330485",486.6432495,"CPFA"
"1097","Gardenia gummifera","13.85313057","78.44318059",508.0944824,"Control"
