site_code,sapling_name,sapling_tag_no,treatment,type_recruit,Note on revisit,sapling_coordinate,sapling_altitude,sapling_coordinate-accuracy,sapling_height (cm),sapling_rcd (cm),sapling_line_to_sapling (m),sapling_to_sapling (m),sapling_disturbance,PARENT_KEY,KEY,site
APC1,Dolichandrone atrovirens,1411,all_burnt,clonal offspring,from an old sapling,"13.85291772,78.44290593",488.6346436,3.216,88,3.3,4.4,1,none,uuid:82f8ef67-d9ae-4212-b3bc-98cd770c64fc,uuid:82f8ef67-d9ae-4212-b3bc-98cd770c64fc/sapling_repeat[11],APC1all_burnt
APC4,Morinda pubescens,1462,bodha_grass_present_no_fire,don't_know,,"13.84587448,78.44886549",521.3051758,4.288,87,1.2,6,1,none,uuid:65cc4ceb-42ae-43e1-9f3e-daae5612fa8f,uuid:65cc4ceb-42ae-43e1-9f3e-daae5612fa8f/sapling_repeat[19],APC4bodha_grass_present_no_fire
APA2,Chloroxylon swietenia,1226,bodha_grass_removed_no_fire,clonal offspring,,"14.069851666666667,78.31818666666666",553,4.5,87,1.3,9,5,none,uuid:f2977bb8-a9ce-4e7e-9b7f-495c1c9e7f47,uuid:f2977bb8-a9ce-4e7e-9b7f-495c1c9e7f47/sapling_repeat[14],APA2bodha_grass_removed_no_fire
APC11,Dolichandrone atrovirens,1396,bodha_grass_removed_no_fire,seedling recruitment,,"13.83899995,78.41063278",539.1990967,3.216,87,1.6,9,3,none,uuid:9a5a4b85-8fb8-4992-b130-6b0315bd0041,uuid:9a5a4b85-8fb8-4992-b130-6b0315bd0041/sapling_repeat[21],APC11bodha_grass_removed_no_fire
APC7,Chloroxylon swietenia,3728,bodha_grass_present_no_fire,seedling recruitment,,"13.94282253,78.50777491",407,4.288,86,0.9,2,3,none,uuid:5ae5bcfd-0dd3-4101-86a7-9360a79f93e3,uuid:5ae5bcfd-0dd3-4101-86a7-9360a79f93e3/sapling_repeat[4],APC7bodha_grass_present_no_fire
APC3,Dolichandrone atrovirens,1487,bodha_grass_removed_no_fire,seedling recruitment,,"13.82899405,78.41245602",453.880127,4.288,86,1.1,1.5,1.5,none,uuid:3571d744-1048-4797-a485-5e341e06d360,uuid:3571d744-1048-4797-a485-5e341e06d360/sapling_repeat[21],APC3bodha_grass_removed_no_fire
APA21,Premna tomentosa,4931,bodha_grass_removed_no_fire,clonal offspring,,"14.00875475,78.32053347",514.0558472,4.288,86,1.2,3,15,none,uuid:ef0b3dfd-cd35-42cc-beeb-a634df745637,uuid:ef0b3dfd-cd35-42cc-beeb-a634df745637/sapling_repeat[21],APA21bodha_grass_removed_no_fire
APA1,Cassia fistula,3449,bodha_grass_removed_no_fire,clonal offspring,,"14.065053333333333,78.31969333333333",532.8,4.6,86,1.3,4,2,none,uuid:d017be59-bbc1-47bd-a044-da7cac8c4de3,uuid:d017be59-bbc1-47bd-a044-da7cac8c4de3/sapling_repeat[2],APA1bodha_grass_removed_no_fire
APC7,Chloroxylon swietenia,3747,bodha_grass_present_no_fire,clonal offspring,,"13.9429074,78.50772105",403,4.288,86,1.3,0,0.2,none,uuid:5ae5bcfd-0dd3-4101-86a7-9360a79f93e3,uuid:5ae5bcfd-0dd3-4101-86a7-9360a79f93e3/sapling_repeat[2],APC7bodha_grass_present_no_fire
APA18,Carissa carandas,1150,bodha_grass_removed_no_fire,seedling recruitment,,"14.055478333333333,78.34324166666667",484.2,4.9,86,1.5,4,1,none,uuid:3ec8c956-4a6d-4be4-997c-2fab93cb1597,uuid:3ec8c956-4a6d-4be4-997c-2fab93cb1597/sapling_repeat[13],APA18bodha_grass_removed_no_fire
APA19,Chloroxylon swietenia,1028,bodha_grass_removed_no_fire,clonal offspring,,"14.051396666666669,78.32464666666667",587.6,4.4,86,1.5,5,2.5,none,uuid:b534d176-bf85-411a-a5ae-8b722ebe957d,uuid:b534d176-bf85-411a-a5ae-8b722ebe957d/sapling_repeat[28],APA19bodha_grass_removed_no_fire
APA19,Dalbergia paniculata,1012,bodha_grass_removed_no_fire,seedling recruitment,,"14.050916666666668,78.32474833333335",579.4,4.8,85,0.6,6,0.1,none,uuid:b534d176-bf85-411a-a5ae-8b722ebe957d,uuid:b534d176-bf85-411a-a5ae-8b722ebe957d/sapling_repeat[12],APA19bodha_grass_removed_no_fire
APC12,Acacia chundra,4672,bodha_grass_removed_no_fire,seedling recruitment,,"13.89395341,78.41318874",430.5831909,3.216,85,0.9,6,10,none,uuid:70a61ec4-f34d-4439-bcfa-cfd967f07df4,uuid:70a61ec4-f34d-4439-bcfa-cfd967f07df4/sapling_repeat[15],APC12bodha_grass_removed_no_fire
APC7,Chloroxylon swietenia,3745,bodha_grass_present_no_fire,seedling recruitment,,"13.94262823,78.50769513",420,4.288,85,1,9,5,none,uuid:5ae5bcfd-0dd3-4101-86a7-9360a79f93e3,uuid:5ae5bcfd-0dd3-4101-86a7-9360a79f93e3/sapling_repeat[8],APC7bodha_grass_present_no_fire
APC3,Acacia chundra,1472,bodha_grass_removed_no_fire,seedling recruitment,,"13.82871194,78.41309773",438.1207275,4.288,85,1.1,0.5,1.1,none,uuid:3571d744-1048-4797-a485-5e341e06d360,uuid:3571d744-1048-4797-a485-5e341e06d360/sapling_repeat[6],APC3bodha_grass_removed_no_fire
APC12,Acacia chundra,3282,bodha_grass_present_no_fire,seedling recruitment,,"13.89265728,78.41410058",433,4.5509996,85,1.3,6,5,none,uuid:21ad8535-3e2e-4066-88cc-bec794453533,uuid:21ad8535-3e2e-4066-88cc-bec794453533/sapling_repeat[22],APC12bodha_grass_present_no_fire
APA17,Acacia chundra,4755,bodha_grass_removed_no_fire,seedling recruitment,,"14.11851089,78.33448425",404.3614502,3.216,85,1.5,1.5,2,none,uuid:77469c3b-b5a4-4108-9ce3-3ebddf4d94a3,uuid:77469c3b-b5a4-4108-9ce3-3ebddf4d94a3/sapling_repeat[14],APA17bodha_grass_removed_no_fire
APC4,Acacia chundra,1450,bodha_grass_present_no_fire,seedling recruitment,,"13.84582723,78.4486189",513.8408813,3.216,85,1.7,1.5,4,none,uuid:65cc4ceb-42ae-43e1-9f3e-daae5612fa8f,uuid:65cc4ceb-42ae-43e1-9f3e-daae5612fa8f/sapling_repeat[9],APC4bodha_grass_present_no_fire
APC7,Dolichandrone atrovirens,4569,bodha_grass_removed_no_fire,seedling recruitment,,"13.94004819,78.49549252",483,4.288,85,1.8,2,1.6,none,uuid:d77f3969-5887-4716-bd14-d969a8ab9752,uuid:d77f3969-5887-4716-bd14-d969a8ab9752/sapling_repeat[17],APC7bodha_grass_removed_no_fire
APC5,Wrightia tinctoria,1371,bodha_grass_present_no_fire,clonal offspring,,"13.81443612,78.41897068",437.2445068,4.288,85,1.9,4.5,15,none,uuid:fbd147db-7b17-4081-9500-41386984a897,uuid:fbd147db-7b17-4081-9500-41386984a897/sapling_repeat[5],APC5bodha_grass_present_no_fire
APC6,Dolichandrone atrovirens,1354,bodha_grass_removed_no_fire,seedling recruitment,,"13.939785,78.4934499",468,4.288,85,2,6,0.9,none,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6/sapling_repeat[70],APC6bodha_grass_removed_no_fire
APC6,Dolichandrone atrovirens,1351,bodha_grass_removed_no_fire,seedling recruitment,,"13.93970212,78.49325577",466,4.288,85,2.1,1,0.5,none,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6/sapling_repeat[36],APC6bodha_grass_removed_no_fire
APC1,Dolichandrone atrovirens,1415,all_burnt,clonal offspring,from an old sapling,"13.85298634,78.44303384",502.5352783,3.216,85,2.4,0.4,0.7,none,uuid:82f8ef67-d9ae-4212-b3bc-98cd770c64fc,uuid:82f8ef67-d9ae-4212-b3bc-98cd770c64fc/sapling_repeat[16],APC1all_burnt
APC7,Dolichandrone atrovirens,4567,bodha_grass_removed_no_fire,seedling recruitment,,"13.9402106,78.49537329",473,4.288,85,2.8,1,2,none,uuid:d77f3969-5887-4716-bd14-d969a8ab9752,uuid:d77f3969-5887-4716-bd14-d969a8ab9752/sapling_repeat[15],APC7bodha_grass_removed_no_fire
APA19,Chloroxylon swietenia,1007,bodha_grass_removed_no_fire,clonal offspring,,"14.050766666666668,78.32465",576.5,4.9,84,1,1,5,none,uuid:b534d176-bf85-411a-a5ae-8b722ebe957d,uuid:b534d176-bf85-411a-a5ae-8b722ebe957d/sapling_repeat[8],APA19bodha_grass_removed_no_fire
APC3,Acacia chundra,1492,bodha_grass_removed_no_fire,seedling recruitment,,"13.82888405,78.41301234",452.7797852,3.216,83,0.8,5,15,none,uuid:3571d744-1048-4797-a485-5e341e06d360,uuid:3571d744-1048-4797-a485-5e341e06d360/sapling_repeat[26],APC3bodha_grass_removed_no_fire
APA19,Dalbergia paniculata,1017,bodha_grass_removed_no_fire,seedling recruitment,,"14.051021666666667,78.32465666666667",579.1,4.9,83,0.9,9,5,none,uuid:b534d176-bf85-411a-a5ae-8b722ebe957d,uuid:b534d176-bf85-411a-a5ae-8b722ebe957d/sapling_repeat[17],APA19bodha_grass_removed_no_fire
APA1,Dalbergia paniculata,3455,bodha_grass_removed_no_fire,seedling recruitment,,"14.064921666666665,78.31985333333334",532.2,4.9,83,1.1,7,11,none,uuid:d017be59-bbc1-47bd-a044-da7cac8c4de3,uuid:d017be59-bbc1-47bd-a044-da7cac8c4de3/sapling_repeat[8],APA1bodha_grass_removed_no_fire
APC11,Dolichandrone atrovirens,4635,all_burnt,clonal offspring,from an old sapling,"13.8374886,78.41062673",512.4124756,4.288,83,1.8,3,8,none,uuid:a87bc91e-a1aa-46de-a276-50289305c340,uuid:a87bc91e-a1aa-46de-a276-50289305c340/sapling_repeat[30],APC11all_burnt
APC11,Dolichandrone atrovirens,1393,bodha_grass_removed_no_fire,seedling recruitment,,"13.83877813,78.41066476",523.9465332,4.288,83,1.9,5,5,none,uuid:9a5a4b85-8fb8-4992-b130-6b0315bd0041,uuid:9a5a4b85-8fb8-4992-b130-6b0315bd0041/sapling_repeat[18],APC11bodha_grass_removed_no_fire
APA15,Wrightia tinctoria,3868,bodha_grass_present_no_fire,seedling recruitment,,"14.0726159,78.3636446",407,4.288,82,0.5,5,0,none,uuid:e5a70f6f-46f5-47f8-a9d9-0f855653ec2d,uuid:e5a70f6f-46f5-47f8-a9d9-0f855653ec2d/sapling_repeat[3],APA15bodha_grass_present_no_fire
APC5,Premna tomentosa,1367,bodha_grass_present_no_fire,clonal offspring,,"13.81401939,78.41900453",457.5512695,4.288,82,0.9,9,20,none,uuid:fbd147db-7b17-4081-9500-41386984a897,uuid:fbd147db-7b17-4081-9500-41386984a897/sapling_repeat[1],APC5bodha_grass_present_no_fire
APC2,Tectona grandis,3743,bodha_grass_removed_no_fire,seedling recruitment,,"13.89586589,78.47724823",457,4.288,82,1.8,3,5,none,uuid:bcf824e4-8cc6-43d5-8793-f9088bf2ffad,uuid:bcf824e4-8cc6-43d5-8793-f9088bf2ffad/sapling_repeat[10],APC2bodha_grass_removed_no_fire
APC7,Chloroxylon swietenia,3748,bodha_grass_present_no_fire,seedling recruitment,,"13.9428231,78.50780164",407,4.288,81,1.1,3,3,none,uuid:5ae5bcfd-0dd3-4101-86a7-9360a79f93e3,uuid:5ae5bcfd-0dd3-4101-86a7-9360a79f93e3/sapling_repeat[3],APC7bodha_grass_present_no_fire
APC6,Dolichandrone atrovirens,1361,bodha_grass_removed_no_fire,seedling recruitment,,"13.93975443,78.49343248",469,4.288,81,1.5,5,1,none,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6/sapling_repeat[72],APC6bodha_grass_removed_no_fire
APC6,Dolichandrone atrovirens,1335,bodha_grass_removed_no_fire,seedling recruitment,,"13.93971573,78.49321304",471,4.288,81,2.1,8,0.3,none,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6/sapling_repeat[51],APC6bodha_grass_removed_no_fire
APC12,Acacia chundra,4658,bodha_grass_removed_no_fire,seedling recruitment,,"13.89443352,78.41320931",432.9449463,3.216,80,0.6,5,3,none,uuid:70a61ec4-f34d-4439-bcfa-cfd967f07df4,uuid:70a61ec4-f34d-4439-bcfa-cfd967f07df4/sapling_repeat[1],APC12bodha_grass_removed_no_fire
APC1,Erythroxylum monogynum,1086,bodha_grass_present_no_fire,clonal offspring,,"13.85041904,78.44319609",496.6599121,4.288,80,0.7,4,2.5,none,uuid:a332e100-79f6-41db-9d9f-0482892368f4,uuid:a332e100-79f6-41db-9d9f-0482892368f4/sapling_repeat[27],APC1bodha_grass_present_no_fire
APA17,Acacia chundra,4767,bodha_grass_removed_no_fire,clonal offspring,,"14.11815324,78.33500675",411.3215332,3.216,80,0.8,0.1,1,none,uuid:77469c3b-b5a4-4108-9ce3-3ebddf4d94a3,uuid:77469c3b-b5a4-4108-9ce3-3ebddf4d94a3/sapling_repeat[2],APA17bodha_grass_removed_no_fire
APA17,Acacia chundra,4750,bodha_grass_removed_no_fire,seedling recruitment,,"14.11858368,78.33462986",411.7050781,3.216,80,0.9,5,5,none,uuid:77469c3b-b5a4-4108-9ce3-3ebddf4d94a3,uuid:77469c3b-b5a4-4108-9ce3-3ebddf4d94a3/sapling_repeat[19],APA17bodha_grass_removed_no_fire
APA19,Dalbergia paniculata,1009,bodha_grass_removed_no_fire,seedling recruitment,,"14.050743333333333,78.32432",576.5,5,80,0.9,3,1.5,none,uuid:b534d176-bf85-411a-a5ae-8b722ebe957d,uuid:b534d176-bf85-411a-a5ae-8b722ebe957d/sapling_repeat[10],APA19bodha_grass_removed_no_fire
APA21,Dalbergia paniculata,4919,bodha_grass_present_no_fire,clonal offspring,,"14.00922384,78.31995571",516.7915649,4.288,80,0.9,10,0,none,uuid:60e6377a-4974-41ee-b8a2-2d982e987deb,uuid:60e6377a-4974-41ee-b8a2-2d982e987deb/sapling_repeat[8],APA21bodha_grass_present_no_fire
APC12,Acacia chundra,4698,bodha_grass_present_no_fire,seedling recruitment,,"13.89263164,78.4140239",425,4.5509996,80,0.9,5,0.5,none,uuid:21ad8535-3e2e-4066-88cc-bec794453533,uuid:21ad8535-3e2e-4066-88cc-bec794453533/sapling_repeat[19],APC12bodha_grass_present_no_fire
APC12,Acacia chundra,4694,bodha_grass_present_no_fire,seedling recruitment,,"13.89263316,78.41390697",430,4.5509996,80,0.9,0.1,8,none,uuid:21ad8535-3e2e-4066-88cc-bec794453533,uuid:21ad8535-3e2e-4066-88cc-bec794453533/sapling_repeat[15],APC12bodha_grass_present_no_fire
APA12,Cassia fistula,4799,all_burnt,clonal offspring,,"14.04126564,78.31801239",525.1789551,4.288,80,1.1,2,5,none,uuid:b73983d3-7359-4868-bfb0-cd2df4ca1a25,uuid:b73983d3-7359-4868-bfb0-cd2df4ca1a25/sapling_repeat[11],APA12all_burnt
APA17,Acacia chundra,4749,bodha_grass_removed_no_fire,seedling recruitment,,"14.11846435,78.33477259",409.3668213,3.216,80,1.1,8,1,none,uuid:77469c3b-b5a4-4108-9ce3-3ebddf4d94a3,uuid:77469c3b-b5a4-4108-9ce3-3ebddf4d94a3/sapling_repeat[20],APA17bodha_grass_removed_no_fire
APC11,Albizia amara,1382,bodha_grass_removed_no_fire,clonal offspring,,"13.83851855,78.41066318",532.413208,4.288,80,1.1,5,4,none,uuid:9a5a4b85-8fb8-4992-b130-6b0315bd0041,uuid:9a5a4b85-8fb8-4992-b130-6b0315bd0041/sapling_repeat[8],APC11bodha_grass_removed_no_fire
APC11,Albizia amara,1386,bodha_grass_removed_no_fire,seedling recruitment,,"13.83854464,78.41062505",536.2237549,4.288,80,1.1,4,2,none,uuid:9a5a4b85-8fb8-4992-b130-6b0315bd0041,uuid:9a5a4b85-8fb8-4992-b130-6b0315bd0041/sapling_repeat[12],APC11bodha_grass_removed_no_fire
APC12,Acacia chundra,4680,bodha_grass_present_no_fire,seedling recruitment,,"13.89256617,78.41343909",431,4.5509996,80,1.1,7,0,none,uuid:21ad8535-3e2e-4066-88cc-bec794453533,uuid:21ad8535-3e2e-4066-88cc-bec794453533/sapling_repeat[1],APC12bodha_grass_present_no_fire
APC12,Acacia chundra,4670,bodha_grass_removed_no_fire,clonal offspring,,"13.89419024,78.41318288",413.0551758,3.216,80,1.1,5,3,none,uuid:70a61ec4-f34d-4439-bcfa-cfd967f07df4,uuid:70a61ec4-f34d-4439-bcfa-cfd967f07df4/sapling_repeat[13],APC12bodha_grass_removed_no_fire
APC3,Chloroxylon swietenia,1311,all_burnt,clonal offspring,,"13.82793416,78.41316349",466.9602051,4.288,80,1.1,8,0.2,none,uuid:9dabc10a-b600-4608-9698-a8ccb38fe0e4,uuid:9dabc10a-b600-4608-9698-a8ccb38fe0e4/sapling_repeat[12],APC3all_burnt
APA17,Dolichandrone atrovirens,4757,bodha_grass_removed_no_fire,seedling recruitment,,"14.11853046,78.33467922",406.9956055,4.288,80,1.2,4,5,none,uuid:77469c3b-b5a4-4108-9ce3-3ebddf4d94a3,uuid:77469c3b-b5a4-4108-9ce3-3ebddf4d94a3/sapling_repeat[12],APA17bodha_grass_removed_no_fire
APC11,Dolichandrone atrovirens,4602,bodha_grass_removed_no_fire,clonal offspring,,"13.83856975,78.41075959",526.0534668,4.288,80,1.2,4,3,none,uuid:9a5a4b85-8fb8-4992-b130-6b0315bd0041,uuid:9a5a4b85-8fb8-4992-b130-6b0315bd0041/sapling_repeat[27],APC11bodha_grass_removed_no_fire
APC12,Acacia chundra,3281,bodha_grass_present_no_fire,seedling recruitment,,"13.89266041,78.41412364",434,4.5509996,80,1.2,7,2.5,none,uuid:21ad8535-3e2e-4066-88cc-bec794453533,uuid:21ad8535-3e2e-4066-88cc-bec794453533/sapling_repeat[23],APC12bodha_grass_present_no_fire
APC4,Dolichandrone atrovirens,1448,bodha_grass_present_no_fire,clonal offspring,,"13.84578962,78.44849967",505.3372803,4.288,80,1.2,4.5,3,none,uuid:65cc4ceb-42ae-43e1-9f3e-daae5612fa8f,uuid:65cc4ceb-42ae-43e1-9f3e-daae5612fa8f/sapling_repeat[7],APC4bodha_grass_present_no_fire
APA18,Soymida febrifuga,1110,bodha_grass_present_no_fire,clonal offspring,,"14.058586666666667,78.33758166666667",528.7,3.2,80,1.3,7,4,none,uuid:33e246ea-50de-4bc0-ba17-535cd85563b4,uuid:33e246ea-50de-4bc0-ba17-535cd85563b4/sapling_repeat[10],APA18bodha_grass_present_no_fire
APC13,Pongamia pinnata,4504,bodha_grass_removed_no_fire,seedling recruitment,,"13.9057002,78.50209719",428,4.288,80,1.3,3,2.5,none,uuid:f5263055-57e8-4c93-b366-e28ca04b4a2e,uuid:f5263055-57e8-4c93-b366-e28ca04b4a2e/sapling_repeat[2],APC13bodha_grass_removed_no_fire
APC3,Dolichandrone atrovirens,1324,all_burnt,clonal offspring,,"13.82759297,78.41307402",452.2659302,4.288,80,1.4,8,0.5,none,uuid:9dabc10a-b600-4608-9698-a8ccb38fe0e4,uuid:9dabc10a-b600-4608-9698-a8ccb38fe0e4/sapling_repeat[25],APC3all_burnt
APC14,Pongamia pinnata,3772,bodha_grass_removed_no_fire,seedling recruitment,,"13.90443525,78.50448054",432,4.288,80,1.5,7,0,none,uuid:18b7e05f-cf23-405c-a962-4679c50c721d,uuid:18b7e05f-cf23-405c-a962-4679c50c721d/sapling_repeat[4],APC14bodha_grass_removed_no_fire
APC4,Dolichandrone atrovirens,1430,bodha_grass_removed_no_fire,clonal offspring,,"13.84350762,78.4210874",479.6376953,4.288,80,1.8,4,2,none,uuid:37f64765-28d3-4653-bf05-db1cbf1ba2e7,uuid:37f64765-28d3-4653-bf05-db1cbf1ba2e7/sapling_repeat[13],APC4bodha_grass_removed_no_fire
APA16,Dolichandrone atrovirens,4774,bodha_grass_removed_no_fire,clonal offspring,,"14.11669141,78.3404928",401.2816162,3.216,80,1.9,0.5,2,none,uuid:3edaa534-46c6-41e7-a507-38160aa7c0ed,uuid:3edaa534-46c6-41e7-a507-38160aa7c0ed/sapling_repeat[14],APA16bodha_grass_removed_no_fire
APA12,Dalbergia paniculata,4915,bodha_grass_removed_no_fire,seedling recruitment,,"14.04070131,78.31737249",542.0400391,3.216,80,2.2,1.5,0,none,uuid:d575f779-7734-4a1e-a29a-0fec0e6ec096,uuid:d575f779-7734-4a1e-a29a-0fec0e6ec096/sapling_repeat[4],APA12bodha_grass_removed_no_fire
APC14,Tectona grandis,3778,bodha_grass_removed_no_fire,seedling recruitment,,"13.90510754,78.50433372",418,4.288,80,2.4,5,6,none,uuid:18b7e05f-cf23-405c-a962-4679c50c721d,uuid:18b7e05f-cf23-405c-a962-4679c50c721d/sapling_repeat[1],APC14bodha_grass_removed_no_fire
APC6,Dolichandrone atrovirens,1377,bodha_grass_removed_no_fire,seedling recruitment,,"13.93966257,78.49321183",461,4.288,80,2.5,0.5,2.5,none,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6/sapling_repeat[27],APC6bodha_grass_removed_no_fire
APC7,Dolichandrone atrovirens,4543,bodha_grass_removed_no_fire,seedling recruitment,,"13.93997823,78.49543398",484,4.288,80,2.6,6,1,none,uuid:d77f3969-5887-4716-bd14-d969a8ab9752,uuid:d77f3969-5887-4716-bd14-d969a8ab9752/sapling_repeat[21],APC7bodha_grass_removed_no_fire
APA17,Cassia fistula,4737,bodha_grass_present_no_fire,clonal offspring,,"14.11815925,78.33352043",393.3590088,3.216,80,2.7,0.1,9,none,uuid:02f207ad-3edd-4db8-8f20-abc63430a887,uuid:02f207ad-3edd-4db8-8f20-abc63430a887/sapling_repeat[6],APA17bodha_grass_present_no_fire
APC5,Dolichandrone atrovirens,1344,bodha_grass_removed_no_fire,seedling recruitment,,"13.80524418,78.41421944",500.2840576,3.216,79,1.7,8,1,none,uuid:3397899f-3f93-461a-9440-5e50d5cb21f8,uuid:3397899f-3f93-461a-9440-5e50d5cb21f8/sapling_repeat[18],APC5bodha_grass_removed_no_fire
APA7,Dolichandrone atrovirens,3984,bodha_grass_present_no_fire,seedling recruitment,,"14.0214642,78.37985804",447,4.288,79,1.9,1,0,none,uuid:b0f141d5-4d19-4799-9f27-58d25a22627f,uuid:b0f141d5-4d19-4799-9f27-58d25a22627f/sapling_repeat[7],APA7bodha_grass_present_no_fire
APC6,Dolichandrone atrovirens,1359,bodha_grass_removed_no_fire,seedling recruitment,,"13.93985281,78.49360308",468,4.288,79,1.9,9,1,none,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6/sapling_repeat[79],APC6bodha_grass_removed_no_fire
APC6,Dolichandrone atrovirens,1309,bodha_grass_removed_no_fire,seedling recruitment,,"13.93985109,78.49349186",469,4.288,79,2.1,2,0.5,none,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6/sapling_repeat[73],APC6bodha_grass_removed_no_fire
APC9,Dalbergia paniculata,3770,bodha_grass_removed_no_fire,seedling recruitment,,"13.87338377,78.52913245",443,4.288,78,0.8,8,0.2,none,uuid:9268941b-f621-4c93-9f29-62355a40e2af,uuid:9268941b-f621-4c93-9f29-62355a40e2af/sapling_repeat[23],APC9bodha_grass_removed_no_fire
APC1,Acacia chundra,1082,bodha_grass_present_no_fire,clonal offspring,,"13.85056793,78.44295377",479.2530518,4.288,78,1.3,0.2,8,none,uuid:a332e100-79f6-41db-9d9f-0482892368f4,uuid:a332e100-79f6-41db-9d9f-0482892368f4/sapling_repeat[23],APC1bodha_grass_present_no_fire
APC5,Dolichandrone atrovirens,1329,bodha_grass_removed_no_fire,seedling recruitment,,"13.80560001,78.41427046",492.866394,4.288,78,1.3,8,3,none,uuid:3397899f-3f93-461a-9440-5e50d5cb21f8,uuid:3397899f-3f93-461a-9440-5e50d5cb21f8/sapling_repeat[3],APC5bodha_grass_removed_no_fire
APC6,Dolichandrone atrovirens,1319,bodha_grass_removed_no_fire,seedling recruitment,,"13.9398333,78.49349354",469,4.288,78,3,4,0.5,none,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6/sapling_repeat[74],APC6bodha_grass_removed_no_fire
APC6,Dolichandrone atrovirens,4509,all_burnt,seedling recruitment,from an year old sapling,"13.94097922,78.49459352",451,4.288,78,3.1,8,2.5,none,uuid:ef5fc0b1-e8e9-428b-8c93-49692b9e686b,uuid:ef5fc0b1-e8e9-428b-8c93-49692b9e686b/sapling_repeat[15],APC6all_burnt
APC7,Chloroxylon swietenia,3759,bodha_grass_present_no_fire,seedling recruitment,,"13.94239967,78.50770299",424,4.288,77,0.8,5,3,none,uuid:5ae5bcfd-0dd3-4101-86a7-9360a79f93e3,uuid:5ae5bcfd-0dd3-4101-86a7-9360a79f93e3/sapling_repeat[18],APC7bodha_grass_present_no_fire
APC10,Cassia fistula,4652,bodha_grass_removed_no_fire,seedling recruitment,,"13.86514153,78.39845394",406.612793,3.216,77,1.4,4,10,none,uuid:f026b57d-dbbc-4525-80d5-2197733fab7f,uuid:f026b57d-dbbc-4525-80d5-2197733fab7f/sapling_repeat[17],APC10bodha_grass_removed_no_fire
APA17,Acacia chundra,4756,bodha_grass_removed_no_fire,clonal offspring,,"14.11849072,78.334596",400.1636963,4.288,76,0.9,6,15,none,uuid:77469c3b-b5a4-4108-9ce3-3ebddf4d94a3,uuid:77469c3b-b5a4-4108-9ce3-3ebddf4d94a3/sapling_repeat[13],APA17bodha_grass_removed_no_fire
APA2,Acacia chundra,1105,bodha_grass_removed_no_fire,seedling recruitment,,"14.069560000000001,78.31835333333333",551.8,4.7,76,1,8,1,none,uuid:f2977bb8-a9ce-4e7e-9b7f-495c1c9e7f47,uuid:f2977bb8-a9ce-4e7e-9b7f-495c1c9e7f47/sapling_repeat[3],APA2bodha_grass_removed_no_fire
APC1,Acacia chundra,1064,bodha_grass_present_no_fire,clonal offspring,,"13.85040527,78.44363961",487.8723755,4.288,76,1,7,6.5,none,uuid:a332e100-79f6-41db-9d9f-0482892368f4,uuid:a332e100-79f6-41db-9d9f-0482892368f4/sapling_repeat[7],APC1bodha_grass_present_no_fire
APC3,Chloroxylon swietenia,1312,all_burnt,clonal offspring,,"13.82792729,78.41317348",466.0488281,4.288,76,1.1,7,0.4,none,uuid:9dabc10a-b600-4608-9698-a8ccb38fe0e4,uuid:9dabc10a-b600-4608-9698-a8ccb38fe0e4/sapling_repeat[13],APC3all_burnt
APC1,Dolichandrone atrovirens,1004,bodha_grass_removed_no_fire,seedling recruitment,,"13.84873331,78.42895372",453,4.288,76,2.2,1.5,3.5,none,uuid:aeb680bf-0d6c-465a-b898-46f2dd43a01e,uuid:1bba5eee-3eda-4d8a-ba40-2a8f3bb568f7/sapling_repeat[4],APC1bodha_grass_removed_no_fire
APA12,Dalbergia paniculata,4908,all_burnt,clonal offspring,,"14.04112573,78.31750118",537.9123535,4.288,75,0.7,8,4,none,uuid:b73983d3-7359-4868-bfb0-cd2df4ca1a25,uuid:b73983d3-7359-4868-bfb0-cd2df4ca1a25/sapling_repeat[2],APA12all_burnt
APA16,Acacia chundra,4782,bodha_grass_removed_no_fire,clonal offspring,,"14.11624642,78.34040341",400.0860596,3.216,75,0.7,4,5,none,uuid:3edaa534-46c6-41e7-a507-38160aa7c0ed,uuid:3edaa534-46c6-41e7-a507-38160aa7c0ed/sapling_repeat[6],APA16bodha_grass_removed_no_fire
