"Treatment","village","site","Species","disturbance","rgrH","rgr_rcd","sap_health"
"CPFA","APC12","APC12_CPFA","Acacia chundra","browsed",-2.30258509299405,0.75377180237638,3
"CPFA","APC12","APC12_CPFA","Acacia chundra","browsed",-2.484906649788,0.606135803570316,3
"CPFA","APC12","APC12_CPFA","Acacia chundra","browsed",-2.484906649788,0.810930216216329,3
"CPFA","APC12","APC12_CPFA","Acacia chundra","browsed",-2.484906649788,1.15267950993839,3
"CPFA","APC12","APC12_CPFA","Acacia chundra","browsed",-2.63905732961526,0.405465108108164,3
"CPFA","APC12","APC12_CPFA","Acacia chundra","browsed",-2.89037175789616,0.693147180559945,3
"CPFA","APC12","APC12_CPFA","Acacia chundra","browsed",-2.07944154167984,0.8754687373539,3
"CPFA","APC12","APC12_CPFA","Acacia chundra","browsed",-2.77258872223978,0.575364144903562,3
"CPFA","APC12","APC12_CPFA","Acacia chundra","browsed",-2.484906649788,0.78845736036427,3
"CPFA","APC12","APC12_CPFA","Acacia chundra","browsed",-2.99573227355399,0.587786664902119,3
"CPFA","APC12","APC12_CPFA","Acacia chundra","browsed",-2.70805020110221,0.635988766719997,3
"CPFA","APC12","APC12_CPFA","Acacia chundra","browsed",-2.77258872223978,0.441832752279039,3
"CPFA","APA17","APA17_CPFA","Dolichandrone atrovirens","browsed",-2.94443897916644,0.117783035656383,3
"CPFA","APA17","APA17_CPFA","Acacia chundra","browsed",-2.41591377830105,0.154150679827258,3
"CPFA","APA17","APA17_CPFA","Dolichandrone atrovirens","browsed",-2.39789527279837,0.737598943130779,3
"CPFA","APA17","APA17_CPFA","Dolichandrone atrovirens","browsed",-2.92316158071916,0,3
"CPFA","APA17","APA17_CPFA","Dolichandrone atrovirens","browsed",-2.89037175789616,0.34294475112683,3
"CPFA","APA17","APA17_CPFA","Dolichandrone atrovirens","browsed",-2.51769647261099,0.302280871872934,3
"CPFA","APA21","APA21_CPFA","Dalbergia paniculata","browsed",-2.12823170584927,1.82454929205105,3
"CAFA","APA19","APA19_CAFA","Chloroxylon swietenia","browsed",0.175564774331075,0.389464766761723,3
"CAFA","APA19","APA19_CAFA","Chloroxylon swietenia","browsed",0.522873962282166,0.464305608131098,3
"CAFA","APA19","APA19_CAFA","Chloroxylon swietenia","browsed",0.6045937832185,0.382992252256106,3
"CAFA","APA19","APA19_CAFA","Chloroxylon swietenia","browsed",-0.0741079721537226,0.336472236621213,3
"CAFA","APC1","APC1_CAFA","Dolichandrone atrovirens","browsed",0.838858991741339,1.15267950993839,3
"CAFA","APC1","APC1_CAFA","Syzygium cumini","browsed",0.974559639998131,1.38629436111989,3
"CAFA","APA19","APA19_CAFA","Chloroxylon swietenia","browsed",2.07107329200932,0.693147180559945,3
"CAFA","APC1","APC1_CAFA","Dolichandrone atrovirens","browsed",1.07613943281605,1.73460105538811,3
"CAFA","APA19","APA19_CAFA","Chloroxylon swietenia","browsed",0.249811798396371,0.693147180559945,3
"CAFA","APA19","APA19_CAFA","Chloroxylon swietenia","browsed",-0.200670695462151,0.78845736036427,3
"CAFA","APC1","APC1_CAFA","Dolichandrone atrovirens","browsed",1.58923520511658,1.1314021114911,3
"CAFA","APC1","APC1_CAFA","Dolichandrone atrovirens","browsed",0.980829253011726,0.265703165733006,3
"CAFA","APC1","APC1_CAFA","Dolichandrone atrovirens","browsed",0.631271776841857,0.669049628980885,3
"CAFA","APC1","APC1_CAFA","Dolichandrone atrovirens","browsed",0.474893614539928,0.693147180559945,3
"CAFA","APA19","APA19_CAFA","Chloroxylon swietenia","browsed",0.545822465803087,0.773189888233482,3
"CAFA","APA19","APA19_CAFA","Chloroxylon swietenia","browsed",0.545227050483323,0.916290731874155,3
"CAFA","APA19","APA19_CAFA","Chloroxylon swietenia","browsed",0.35783705911891,0.470003629245735,3
"CAFA","APA19","APA19_CAFA","Chloroxylon swietenia","browsed",0.143100843640673,0.773189888233482,3
"CAFA","APA19","APA19_CAFA","Chloroxylon swietenia","browsed",0.562785362696702,0.826678573184468,3
"CAFA","APC1","APC1_CAFA","Dolichandrone atrovirens","browsed",0.757685701697516,0.693147180559945,3
"CAFA","APA18","APA18_CAFA","Dolichandrone atrovirens","browsed",-0.538996500732687,0.916290731874155,3
"CAFA","APA18","APA18_CAFA","Dolichandrone atrovirens","browsed",2.12963128620369,0.693147180559945,3
"CAFA","APA18","APA18_CAFA","Dolichandrone atrovirens","browsed",1.48302398757844,1.15267950993839,3
"CAFA","APA18","APA18_CAFA","Dolichandrone atrovirens","browsed",0.595508710996029,0.441832752279039,3
"CAFA","APA18","APA18_CAFA","Dolichandrone atrovirens","browsed",1.31372366828506,0.635988766719997,3
"CAFA","APA18","APA18_CAFA","Dolichandrone atrovirens","browsed",-0.0350913198112695,0.916290731874155,3
"CAFA","APA18","APA18_CAFA","Dolichandrone atrovirens","browsed",1.16693153264559,0.980829253011726,3
"CAFA","APA1","APA1_CAFA","Azadirachta indica","browsed",0.773189888233481,1.44691898293633,3
"CAFA","APA1","APA1_CAFA","Acacia chundra","browsed",0.92458953468885,1.145132304303,3
"CAFA","APA1","APA1_CAFA","Chloroxylon swietenia","browsed",-0.246400413478477,0.767255152713667,3
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens","browsed",0.451985123743057,0.784118958765672,3
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens","browsed",0.844546827015314,0.609765571620894,3
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens","browsed",-0.959775843813894,1.07263680226485,3
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens","browsed",0.944461608840851,0.841567185678219,3
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens","browsed",-0.980829253011727,0.950976289862045,3
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens","browsed",-0.488846717047215,0.693147180559945,3
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens","browsed",-0.739667196194838,0.663294217410264,3
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens","browsed",-0.0392207131532816,0.624154309072994,3
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens","browsed",-0.160342650075179,1.26566637333128,3
"CAFA","APC5","APC5_CAFA","Dolichandrone atrovirens","browsed",0.418710334858186,0.456758402495715,3
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens","browsed",-0.798507696217772,0.793230639116928,3
"CAFA","APC5","APC5_CAFA","Dolichandrone atrovirens","browsed",1.10966212485469,1.05605267424931,3
"CAFA","APC5","APC5_CAFA","Dolichandrone atrovirens","browsed",-0.860201265223111,0.613104472886409,3
"CAFA","APC5","APC5_CAFA","Dolichandrone atrovirens","browsed",-0.716677677970139,0.882389180198474,3
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens","browsed",-1.38629436111989,0.884202417322654,3
"CAFA","APC5","APC5_CAFA","Premna tomentosa","browsed",0.385662480811985,0.802346472524937,3
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens","browsed",-0.303682413798222,1.07263680226485,3
"CAFA","APC5","APC5_CAFA","Azadirachta indica","browsed",1.5114575040739,0.955511445027436,3
"CAFA","APC5","APC5_CAFA","Dolichandrone atrovirens","browsed",2.11296423371848,0.810930216216329,3
"CAFA","APC5","APC5_CAFA","Dolichandrone atrovirens","browsed",1.26627668766209,1.12846525181779,3
"CAFA","APC5","APC5_CAFA","Dolichandrone atrovirens","browsed",0.383725121471758,0.836248024200619,3
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens","browsed",0.426518517305997,0.995428052432879,3
"CAFA","APC5","APC5_CAFA","Dolichandrone atrovirens","browsed",0.645519131570691,0.489548225318706,3
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens","browsed",0.174941449496332,0.854415328156068,3
"CAFA","APC5","APC5_CAFA","Dolichandrone atrovirens","browsed",0.461034959262975,0.75377180237638,3
"CAFA","APC5","APC5_CAFA","Dolichandrone atrovirens","browsed",0.759105148351743,0.931558204004943,3
"CAFA","APC5","APC5_CAFA","Dolichandrone atrovirens","browsed",0.896088024556636,0.650587566141149,3
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens","browsed",0.343473432080196,1.16760516015506,3
"CAFA","APC5","APC5_CAFA","Dolichandrone atrovirens","browsed",1.44881471810122,1.13943428318836,3
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens","browsed",1.04001812440206,1.34373474670109,3
"CAFA","APC5","APC5_CAFA","Dolichandrone atrovirens","browsed",0.32768740706548,0.90078654533819,3
"CAFA","APC5","APC5_CAFA","Dolichandrone atrovirens","browsed",-0.149940147290915,0.722134717433198,3
"CAFA","APC5","APC5_CAFA","Dolichandrone atrovirens","browsed",1.88081124684396,0.965080896043587,3
"CAFA","APC5","APC5_CAFA","Azadirachta indica","browsed",-0.451985123743057,0.8754687373539,3
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens","browsed",-1.67397643357167,0.805625163986636,3
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens","browsed",-1.55227949859415,0.784118958765672,3
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens","browsed",-0.382208245943898,0.832909122935104,3
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens","browsed",-0.410742165209008,0.732367893713227,3
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens","browsed",-1.015920572823,0.904456274227152,3
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens","browsed",-1.47907609457086,0.905708622543618,3
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens","browsed",-0.510825623765991,0.934309237376833,3
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens","browsed",0.480748168528712,1.35239280944421,3
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens","browsed",0.191055236762709,0.200670695462151,3
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens","browsed",-1.02165124753198,1.04982212449868,3
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens","browsed",0.170625517030763,1.14862270924277,3
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens","browsed",-0.72054615474806,1.04596855518269,3
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens","browsed",0.585901650206347,0.927986771637346,3
"CAFA","APC11","APC11_CAFA","Dolichandrone atrovirens","browsed",1.55814461804655,1.84582669049833,3
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens","browsed",1.00144854021446,1.18562366565774,3
"CAFA","APC11","APC11_CAFA","Dolichandrone atrovirens","browsed",1.02961941718116,0.613104472886409,3
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens","browsed",0.847297860387204,1.18562366565774,3
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens","browsed",0.36101334553733,1.14209740060785,3
"CAFA","APC11","APC11_CAFA","Dolichandrone atrovirens","browsed",0.490622916448472,0.635988766719997,3
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens","browsed",-1.04982212449868,1.20397280432594,3
"CAFA","APC11","APC11_CAFA","Dolichandrone atrovirens","browsed",1.39252491087053,0.59783700075562,3
"CAFA","APC11","APC11_CAFA","Dolichandrone atrovirens","browsed",1.12059119538689,0.780158557549575,3
"CAFA","APC11","APC11_CAFA","Albizia amara","browsed",0.667829372575656,0.435318071257845,3
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens","browsed",0.489548225318706,0.929535958624176,3
"CAFA","APC11","APC11_CAFA","Dolichandrone atrovirens","browsed",0.797507195884188,0.405465108108164,3
"CAFA","APC11","APC11_CAFA","Albizia amara","browsed",-0.314710744839701,0.635988766719997,3
"CAFA","APC11","APC11_CAFA","Dolichandrone atrovirens","browsed",-0.111225635110224,0.944461608840852,3
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens","browsed",0.669616683149751,1.40691364832263,3
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens","browsed",0.438254930931155,0.744440474947496,3
"CAFA","APC11","APC11_CAFA","Dolichandrone atrovirens","browsed",0.52991928258157,0.489548225318706,3
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens","browsed",-0.278713402469021,1.26224171244991,3
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens","browsed",-0.593063722002963,1.3609765531356,3
"CAFA","APC11","APC11_CAFA","Dolichandrone atrovirens","browsed",-1.12986483217221,0.54654370636807,3
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens","browsed",0.532804530484766,1.28093384546206,3
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens","browsed",1.06784063000136,1.63413052502447,3
"CAFA","APC4","APC4_CAFA","Dolichandrone atrovirens","browsed",0.0845573880280632,0.693147180559945,3
"CAFA","APC4","APC4_CAFA","Dolichandrone atrovirens","browsed",0.176456437341557,0.857450231851222,3
"CAFA","APC4","APC4_CAFA","Dolichandrone atrovirens","browsed",2.39283197084182,1.06784063000136,3
"CAFA","APC4","APC4_CAFA","Dolichandrone atrovirens","browsed",0.693147180559945,0.798507696217772,3
"CAFA","APC4","APC4_CAFA","Dolichandrone atrovirens","browsed",-0.189241999638528,0.476924072090309,3
"CAFA","APC4","APC4_CAFA","Dolichandrone atrovirens","browsed",1.16315080980568,0.887303195000903,3
"CAFA","APC4","APC4_CAFA","Dolichandrone atrovirens","browsed",0.78845736036427,0.559615787935423,3
"CAFA","APC4","APC4_CAFA","Dolichandrone atrovirens","browsed",0.971860583028966,0.435318071257845,3
"CAFA","APC4","APC4_CAFA","Dolichandrone atrovirens","browsed",-0.857450231851221,0.422856850820034,3
"CAFA","APC4","APC4_CAFA","Dolichandrone atrovirens","browsed",0.56531380905006,0.847297860387204,3
"CAFA","APC4","APC4_CAFA","Dolichandrone atrovirens","browsed",0.428995605518359,0.613104472886409,3
"CAFA","APC4","APC4_CAFA","Dolichandrone atrovirens","browsed",0.142174488780543,0.446287102628419,3
"CAFA","APC4","APC4_CAFA","Dolichandrone atrovirens","browsed",-0.531879032963823,0.543615446588982,3
"CAFA","APC4","APC4_CAFA","Dolichandrone atrovirens","browsed",-0.458307589482545,0.693147180559945,3
"CAFA","APC4","APC4_CAFA","Dolichandrone atrovirens","browsed",-0.505935638471799,0.728238500371215,3
"CAFA","APC4","APC4_CAFA","Dolichandrone atrovirens","browsed",1.28093384546206,0.492476485097794,3
"CAFA","APC4","APC4_CAFA","Dolichandrone atrovirens","browsed",0.717839793150317,0.887303195000903,3
"CAFA","APC4","APC4_CAFA","Dolichandrone atrovirens","browsed",0.728238500371216,1.09861228866811,3
"CAFA","APC4","APC4_CAFA","Dolichandrone atrovirens","browsed",0.108213584640233,1.09861228866811,3
"CAFA","APC3","APC3_CAFA","Chloroxylon swietenia","browsed",0.0833816089390509,0.693147180559945,3
"CAFA","APC3","APC3_CAFA","Dolichandrone atrovirens","browsed",-0.389464766761723,0.780158557549575,3
"CAFA","APC3","APC3_CAFA","Acacia chundra","browsed",0.169418151958047,0.887303195000903,3
"CAFA","APC3","APC3_CAFA","Acacia chundra","browsed",0.0703807967617998,0.934309237376833,3
"CAFA","APC3","APC3_CAFA","Chloroxylon swietenia","browsed",-0.451985123743057,1.17865499634165,3
"CAFA","APC3","APC3_CAFA","Dolichandrone atrovirens","browsed",1.65632149833295,1.21639532432449,3
"CAFA","APC3","APC3_CAFA","Dolichandrone atrovirens","browsed",-0.277210772584485,0.481838086892738,3
"CAFA","APC3","APC3_CAFA","Dolichandrone atrovirens","browsed",0.0645385211375715,0.847297860387204,3
"CAFA","APC3","APC3_CAFA","Dolichandrone atrovirens","browsed",0.543615446588982,0.86903784702361,3
"CAFA","APC3","APC3_CAFA","Chloroxylon swietenia","browsed",-0.51082562376599,1.17865499634165,3
"CAFA","APC3","APC3_CAFA","Dolichandrone atrovirens","browsed",-0.522521663529182,0.780158557549575,3
"CAFA","APC3","APC3_CAFA","Dolichandrone atrovirens","browsed",0.857450231851221,0.916290731874155,3
"CAFA","APC3","APC3_CAFA","Acacia chundra","browsed",0.166126870873974,1.21639532432449,3
"CAFA","APC3","APC3_CAFA","Chloroxylon swietenia","browsed",-0.352821374622742,1.6094379124341,3
"CAFA","APC3","APC3_CAFA","Chloroxylon swietenia","browsed",-1.20397280432594,0.693147180559945,3
"CAFA","APC3","APC3_CAFA","Chloroxylon swietenia","browsed",1.28093384546206,1.04145387482816,3
"CAFA","APC3","APC3_CAFA","Chloroxylon swietenia","browsed",0.353640040243578,1.09861228866811,3
"CAFA","APC3","APC3_CAFA","Chloroxylon swietenia","browsed",1.64222773525709,1.20397280432594,3
"CAFA","APC3","APC3_CAFA","Chloroxylon swietenia","browsed",0.977251431663843,0.78845736036427,3
"CAFA","APC3","APC3_CAFA","Chloroxylon swietenia","browsed",1.35962611403773,1.09861228866811,3
"CAFA","APA20","APA20_CAFA","Acacia chundra","browsed",0.693147180559945,2.42036812865043,3
"CAFA","APA20","APA20_CAFA","Acacia chundra","browsed",-0.990398704027877,2.07944154167984,3
"CAFA","APA20","APA20_CAFA","Azadirachta indica","browsed",1.49290409617815,1.02961941718116,3
"CAFA","APA20","APA20_CAFA","Carissa carandas","browsed",0.893817876022097,1.38629436111989,3
"CAFA","APC8","APC8_CAFA","Tamarindus indica","browsed",-0.847297860387203,1.75785791755237,3
"CAFA","APC8","APC8_CAFA","Tamarindus indica","browsed",0.0273989741881144,1.68639895357023,3
"CAFA","APC8","APC8_CAFA","Chloroxylon swietenia","browsed",-1.20397280432594,0.613104472886409,3
"CAFA","APC9","APC9_CAFA","Limonia acidissima","browsed",2.35815494414886,1.43508452528932,3
"CAFA","APC9","APC9_CAFA","Limonia acidissima","browsed",0.78845736036427,2.32727770558442,3
"CAFA","APC2","APC2_CAFA","Dalbergia paniculata","browsed",0.438254930931156,1.21639532432449,3
"CAFA","APC8","APC8_CAFA","Dalbergia paniculata","browsed",0.154150679827258,0.767255152713667,3
"CAFA","APC9","APC9_CAFA","Limonia acidissima","browsed",-0.542324290825362,1.44036158239017,3
"CAFA","APC9","APC9_CAFA","Limonia acidissima","browsed",0.276986783335033,1.54044504094715,3
"CAFA","APC8","APC8_CAFA","Azadirachta indica","browsed",0.949080554697146,1.38629436111989,3
"CAFA","APC8","APC8_CAFA","Azadirachta indica","browsed",0.741937344729377,0.336472236621213,3
"CAFA","APC8","APC8_CAFA","Dolichandrone atrovirens","browsed",0.479573080261886,1.82454929205105,3
"CAFA","APC2","APC2_CAFA","Dalbergia paniculata","browsed",-1.32913594727994,1.72722094809048,3
"CAFA","APC9","APC9_CAFA","Limonia acidissima","browsed",-0.114410351177744,1.68639895357023,3
"CAFA","APC9","APC9_CAFA","Limonia acidissima","browsed",-1.38629436111989,1.25276296849537,3
"CAFA","APC9","APC9_CAFA","Limonia acidissima","browsed",1.25846098961001,1.29928298413026,3
"CAFA","APC9","APC9_CAFA","Limonia acidissima","browsed",-0.716677677970139,1.16315080980568,3
"CAFA","APC14","APC14_CAFA","Dolichandrone atrovirens","browsed",1.27554299682719,1.19392246847243,3
"CAFA","APC9","APC9_CAFA","Limonia acidissima","browsed",0.212561441983673,1.55059741241117,3
"CAFA","APC9","APC9_CAFA","Hardwickia binata","browsed",1.57553636075842,0.536493370514569,3
"CAFA","APC9","APC9_CAFA","Limonia acidissima","browsed",1.34707364796661,2.04769284336526,3
"CAFA","APA5","APA5_CAFA","Azadirachta indica","browsed",2.85647020622048,1.57553636075842,3
"CAFA","APA5","APA5_CAFA","Ziziphus mauritiana","browsed",0.955511445027437,2.02814824729229,3
"CAFA","APA5","APA5_CAFA","Butea monosperma","browsed",0.336472236621213,1.28093384546206,3
"CAFA","APA7","APA7_CAFA","Chloroxylon swietenia","browsed",1.41838267567139,1.06471073699243,3
"CAFA","APA7","APA7_CAFA","Chloroxylon swietenia","browsed",1.34992671694902,1.51982575374441,3
"CAFA","APA7","APA7_CAFA","Chloroxylon swietenia","browsed",1.75401914124521,0.728238500371215,3
"CAFA","APA7","APA7_CAFA","Chloroxylon swietenia","browsed",0.980829253011726,0.105360515657826,3
"CAFA","APA7","APA7_CAFA","Chloroxylon swietenia","browsed",1.02528101558256,1.46633706879343,3
"CAFA","APA7","APA7_CAFA","Chloroxylon swietenia","browsed",0.214656937436891,0.72054615474806,3
"CAFA","APA7","APA7_CAFA","Azadirachta indica","browsed",1.17351359684123,2.04769284336526,3
"CAFA","APA10","APA10_CAFA","Dolichandrone atrovirens","browsed",0.0176995770994006,1.38629436111989,3
"CAFA","APA10","APA10_CAFA","Dolichandrone atrovirens","browsed",0.490622916448472,0.42744401482694,3
"CAFA","APA10","APA10_CAFA","Dolichandrone atrovirens","browsed",0.868351269585036,1.35454566280531,3
"CAFA","APA10","APA10_CAFA","Dolichandrone atrovirens","browsed",0.587786664902119,0.53062825106217,3
"CAFA","APA6","APA6_CAFA","Holoptelea integrifolia","browsed",-0.130361817863244,0.313657558855042,3
"CAFA","APA10","APA10_CAFA","Dolichandrone atrovirens","browsed",0.897941593205959,1.27296567581289,3
"CAFA","APA8","APA8_CAFA","Dolichandrone atrovirens","browsed",0.977534357114874,0.646627164925052,3
"CAFA","APA8","APA8_CAFA","Dolichandrone atrovirens","browsed",0.141078598259905,1.09861228866811,3
"CAFA","APA8","APA8_CAFA","Dolichandrone atrovirens","browsed",1.19705236148136,1.42138568093116,3
"CAFA","APA8","APA8_CAFA","Dolichandrone atrovirens","browsed",0.376809852347788,1.09861228866811,3
"CAFA","APA8","APA8_CAFA","Dolichandrone atrovirens","browsed",0.980829253011726,0.998528830111127,3
"CAFA","APA8","APA8_CAFA","Dolichandrone atrovirens","browsed",0.647684806483188,1.48807705542983,3
"CAFA","APC13","APC13_CAFA","Dolichandrone atrovirens","browsed",1.23214368129263,1.51634748936809,3
"CAFA","APC7","APC7_CAFA","Dolichandrone atrovirens","browsed",0.828948721719007,0.78845736036427,3
"CAFA","APC13","APC13_CAFA","Syzygium cumini","browsed",1.66770682055808,2.46385324059017,3
"CAFA","APC7","APC7_CAFA","Dolichandrone atrovirens","browsed",-1.02165124753198,1.29276830310907,3
"CAFA","APC7","APC7_CAFA","Dolichandrone atrovirens","browsed",-0.0465200156348931,1.25276296849537,3
"CAFA","APC7","APC7_CAFA","Dolichandrone atrovirens","browsed",2.11021320034659,1.79175946922805,3
"CAFA","APC7","APC7_CAFA","Syzygium cumini","browsed",-0.887303195000903,1.56397553835734,3
"CAFA","APC7","APC7_CAFA","Dolichandrone atrovirens","browsed",0.271933715483642,2.56494935746154,3
"CAFA","APC7","APC7_CAFA","Dolichandrone atrovirens","browsed",0.839750654751821,0.826678573184468,3
"CAFA","APC7","APC7_CAFA","Dolichandrone atrovirens","browsed",-1.49165487677772,0.430782916092454,3
"CAFA","APC7","APC7_CAFA","Dolichandrone atrovirens","browsed",0.395895657092014,1.33500106673234,3
"CAFA","APC7","APC7_CAFA","Dolichandrone atrovirens","browsed",-0.421213465076304,0.63252255874351,3
"CAFA","APC7","APC7_CAFA","Dolichandrone atrovirens","browsed",1.49664241828876,2.11453286149111,3
"CAFA","APC7","APC7_CAFA","Dolichandrone atrovirens","browsed",-0.664976303593249,1.44238382777093,3
"CAFA","APC7","APC7_CAFA","Dolichandrone atrovirens","browsed",-0.259511195485085,0.80437281567017,3
"CAFA","APC7","APC7_CAFA","Dolichandrone atrovirens","browsed",-0.168622712435793,0.838329190404443,3
"CAFA","APC7","APC7_CAFA","Dolichandrone atrovirens","browsed",-1.26851132546351,0.271933715483642,3
"CAFA","APC7","APC7_CAFA","Dolichandrone atrovirens","browsed",-0.058268908123976,1.04596855518269,3
"CAFA","APC7","APC7_CAFA","Dolichandrone atrovirens","browsed",1.1833535171232,0.870828357797398,3
"CAFA","APC7","APC7_CAFA","Dolichandrone atrovirens","browsed",-0.209350229181874,0.661398482245365,3
"CAFA","APC7","APC7_CAFA","Dolichandrone atrovirens","browsed",-0.365113812584597,1.11696142733631,3
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens","browsed",-0.693147180559945,0.673729094702844,3
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens","browsed",-1.08518926833597,1.11514159061932,3
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens","browsed",-0.542864977510608,0.641853886172395,3
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens","browsed",-0.0227282510775559,0.664976303593249,3
"CAFA","APC11","APC11_CAFA","Dolichandrone atrovirens","browsed",0.453321129285799,1.40691364832263,3
"CAFA","APC11","APC11_CAFA","Dolichandrone atrovirens","browsed",-0.177334015282915,1.54044504094715,3
"CAFA","APC11","APC11_CAFA","Dalbergia paniculata","browsed",0.489548225318706,2.26176309847379,3
"CAFA","APC10","APC10_CAFA","Albizia amara","browsed",-1.32175583998232,1.33500106673234,3
"CAFA","APC12","APC12_CAFA","Acacia chundra","browsed",-2.30258509299405,1.54756250871601,3
"CAFA","APC12","APC12_CAFA","Acacia chundra","browsed",-1.98100146886658,1.25276296849537,3
"CAFA","APC12","APC12_CAFA","Acacia chundra","browsed",-2.39789527279837,0.446287102628419,3
"CAFA","APC12","APC12_CAFA","Acacia chundra","browsed",-2.16905370036952,1.58412010444981,3
"CAFA","APC12","APC12_CAFA","Acacia chundra","browsed",-2.50552593699074,0.836248024200619,3
"CAFA","APC12","APC12_CAFA","Acacia chundra","browsed",-1.72722094809048,1.04982212449868,3
"CAFA","APC12","APC12_CAFA","Acacia chundra","browsed",-2.36320971481048,1.58696505658204,3
"CAFA","APC12","APC12_CAFA","Acacia chundra","browsed",-2.01490302054226,0.916290731874155,3
"CAFA","APA17","APA17_CAFA","Acacia chundra","browsed",-2.14006616349627,1.63413052502447,3
"CAFA","APA17","APA17_CAFA","Acacia chundra","browsed",-2.23804657185647,1.48160454092422,3
"CAFA","APA17","APA17_CAFA","Dolichandrone atrovirens","browsed",-2.4423470353692,0.661398482245365,3
"CAFA","APA17","APA17_CAFA","Acacia chundra","browsed",-2.30258509299405,0.798507696217772,3
"CAFA","APA17","APA17_CAFA","Acacia chundra","browsed",-2.36320971481048,1.07613943281605,3
"CAFA","APA17","APA17_CAFA","Acacia chundra","browsed",-2.2512917986065,1.09861228866811,3
"CAFA","APA17","APA17_CAFA","Dolichandrone atrovirens","browsed",-2.30258509299405,0.650587566141149,3
"CAFA","APA17","APA17_CAFA","Dolichandrone atrovirens","browsed",-2.22462355152433,0.0571584138399487,3
"CAFA","APA17","APA17_CAFA","Dolichandrone atrovirens","browsed",-1.6094379124341,0.492476485097794,3
"CAFA","APA17","APA17_CAFA","Dolichandrone atrovirens","browsed",-1.92789164355264,1.73460105538811,3
"CAFA","APA17","APA17_CAFA","Dolichandrone atrovirens","browsed",-2.16905370036952,0.990398704027877,3
"CAFA","APA17","APA17_CAFA","Dolichandrone atrovirens","browsed",-1.25276296849537,1.21639532432449,3
"CAFA","APA17","APA17_CAFA","Acacia chundra","browsed",-2.22462355152433,1.53147637096439,3
"CAFA","APA17","APA17_CAFA","Dolichandrone atrovirens","browsed",-1.50407739677627,1.21639532432449,3
"CAFA","APA17","APA17_CAFA","Acacia chundra","browsed",-2.30258509299405,1.28785428830664,3
"CAFA","APA16","APA16_CAFA","Dolichandrone atrovirens","browsed",-0.810930216216329,0.887303195000903,3
"CAFA","APA16","APA16_CAFA","Dolichandrone atrovirens","browsed",-1.87180217690159,0.693147180559945,3
"CAFA","APA16","APA16_CAFA","Dolichandrone atrovirens","browsed",-0.485507815781701,0.998528830111127,3
"CAFA","APA16","APA16_CAFA","Dolichandrone atrovirens","browsed",-0.810930216216329,1.42711635564015,3
"CAFA","APA16","APA16_CAFA","Acacia chundra","browsed",-1.6094379124341,1.52605630349505,3
"CAFA","APA16","APA16_CAFA","Acacia chundra","browsed",-2.63905732961526,0.965080896043587,3
