"","site","village","sci.name","tag.no","treatment","recruit.type","height","rcd","lat","long","altitude","disturbance"
"64","APC11_Control","APC11","Dolichandrone atrovirens",4609,"Control","clonal offspring",90,2.6,"13.83766606","78.41065047",505.4089355,"none"
"65","APC6_CAFA","APC6","Dolichandrone atrovirens",4572,"CAFA","seedling recruitment",90,2.6,"13.93949778","78.49320559",473,"none"
"66","APC1_Control","APC1","Dolichandrone atrovirens",1416,"Control","clonal offspring",90,2.7,"13.85298664","78.44304528",500.4345703,"none"
"67","APC7_CAFA","APC7","Dolichandrone atrovirens",4563,"CAFA","seedling recruitment",90,2.8,"13.94040239","78.49545898",468,"none"
"68","APC7_CAFA","APC7","Dolichandrone atrovirens",4568,"CAFA","seedling recruitment",90,3.2,"13.94021302","78.49536349",471,"none"
"69","APA10_CAFA","APA10","Wrightia tinctoria",3959,"CAFA","clonal offspring",89,1.7,"14.01898639","78.3825757",436,"none"
"70","APC6_CAFA","APC6","Dolichandrone atrovirens",4578,"CAFA","seedling recruitment",89,1.8,"13.93971062","78.49360617",473,"none"
"71","APA7_CAFA","APA7","Cassia fistula",3940,"CAFA","seedling recruitment",89,1.9,"14.02234942","78.38155426",448,"none"
"72","APC6_CAFA","APC6","Dolichandrone atrovirens",1315,"CAFA","seedling recruitment",89,2.5,"13.93988839","78.4938573",467,"none"
"73","APA21_CAFA","APA21","Premna tomentosa",4927,"CAFA","clonal offspring",88,1.1,"14.00860273","78.32078378",506.6862793,"none"
"74","APC12_CAFA","APC12","Acacia chundra",4662,"CAFA","clonal offspring",88,1.6,"13.89434758","78.41321076",439.7043457,"none"
"75","APC2_CAFA","APC2","Tectona grandis",3742,"CAFA","seedling recruitment",88,1.7,"13.8955708","78.47727534",455,"none"
"76","APC6_CAFA","APC6","Dolichandrone atrovirens",1312,"CAFA","seedling recruitment",88,1.7,"13.93983946","78.49351139",471,"none"
"77","APC1_Control","APC1","Dolichandrone atrovirens",1411,"Control","clonal offspring",88,3.3,"13.85291772","78.44290593",488.6346436,"none"
"78","APC4_CPFA","APC4","Morinda pubescens",1462,"CPFA","don't_know",87,1.2,"13.84587448","78.44886549",521.3051758,"none"
"79","APA2_CAFA","APA2","Chloroxylon swietenia",1226,"CAFA","clonal offspring",87,1.3,"14.069851666666667","78.31818666666666",553,"none"
"80","APC11_CAFA","APC11","Dolichandrone atrovirens",1396,"CAFA","seedling recruitment",87,1.6,"13.83899995","78.41063278",539.1990967,"none"
"81","APC7_CPFA","APC7","Chloroxylon swietenia",3728,"CPFA","seedling recruitment",86,0.9,"13.94282253","78.50777491",407,"none"
"82","APC3_CAFA","APC3","Dolichandrone atrovirens",1487,"CAFA","seedling recruitment",86,1.1,"13.82899405","78.41245602",453.880127,"none"
"83","APA21_CAFA","APA21","Premna tomentosa",4931,"CAFA","clonal offspring",86,1.2,"14.00875475","78.32053347",514.0558472,"none"
"84","APA1_CAFA","APA1","Cassia fistula",3449,"CAFA","clonal offspring",86,1.3,"14.065053333333333","78.31969333333333",532.8,"none"
"85","APC7_CPFA","APC7","Chloroxylon swietenia",3747,"CPFA","clonal offspring",86,1.3,"13.9429074","78.50772105",403,"none"
"86","APA18_CAFA","APA18","Carissa carandas",1150,"CAFA","seedling recruitment",86,1.5,"14.055478333333333","78.34324166666667",484.2,"none"
"87","APA19_CAFA","APA19","Chloroxylon swietenia",1028,"CAFA","clonal offspring",86,1.5,"14.051396666666669","78.32464666666667",587.6,"none"
"88","APA19_CAFA","APA19","Dalbergia paniculata",1012,"CAFA","seedling recruitment",85,0.6,"14.050916666666668","78.32474833333335",579.4,"none"
"89","APC12_CAFA","APC12","Acacia chundra",4672,"CAFA","seedling recruitment",85,0.9,"13.89395341","78.41318874",430.5831909,"none"
"90","APC7_CPFA","APC7","Chloroxylon swietenia",3745,"CPFA","seedling recruitment",85,1,"13.94262823","78.50769513",420,"none"
"91","APC3_CAFA","APC3","Acacia chundra",1472,"CAFA","seedling recruitment",85,1.1,"13.82871194","78.41309773",438.1207275,"none"
"92","APC12_CPFA","APC12","Acacia chundra",3282,"CPFA","seedling recruitment",85,1.3,"13.89265728","78.41410058",433,"none"
"93","APA17_CAFA","APA17","Acacia chundra",4755,"CAFA","seedling recruitment",85,1.5,"14.11851089","78.33448425",404.3614502,"none"
"94","APC4_CPFA","APC4","Acacia chundra",1450,"CPFA","seedling recruitment",85,1.7,"13.84582723","78.4486189",513.8408813,"none"
"95","APC7_CAFA","APC7","Dolichandrone atrovirens",4569,"CAFA","seedling recruitment",85,1.8,"13.94004819","78.49549252",483,"none"
"96","APC5_CPFA","APC5","Wrightia tinctoria",1371,"CPFA","clonal offspring",85,1.9,"13.81443612","78.41897068",437.2445068,"none"
"97","APC6_CAFA","APC6","Dolichandrone atrovirens",1354,"CAFA","seedling recruitment",85,2,"13.939785","78.4934499",468,"none"
"98","APC6_CAFA","APC6","Dolichandrone atrovirens",1351,"CAFA","seedling recruitment",85,2.1,"13.93970212","78.49325577",466,"none"
"99","APC1_Control","APC1","Dolichandrone atrovirens",1415,"Control","clonal offspring",85,2.4,"13.85298634","78.44303384",502.5352783,"none"
"100","APC7_CAFA","APC7","Dolichandrone atrovirens",4567,"CAFA","seedling recruitment",85,2.8,"13.9402106","78.49537329",473,"none"
"101","APA19_CAFA","APA19","Chloroxylon swietenia",1007,"CAFA","clonal offspring",84,1,"14.050766666666668","78.32465",576.5,"none"
"102","APC3_CAFA","APC3","Acacia chundra",1492,"CAFA","seedling recruitment",83,0.8,"13.82888405","78.41301234",452.7797852,"none"
"103","APA19_CAFA","APA19","Dalbergia paniculata",1017,"CAFA","seedling recruitment",83,0.9,"14.051021666666667","78.32465666666667",579.1,"none"
"104","APA1_CAFA","APA1","Dalbergia paniculata",3455,"CAFA","seedling recruitment",83,1.1,"14.064921666666665","78.31985333333334",532.2,"none"
"105","APC11_Control","APC11","Dolichandrone atrovirens",4635,"Control","clonal offspring",83,1.8,"13.8374886","78.41062673",512.4124756,"none"
"106","APC11_CAFA","APC11","Dolichandrone atrovirens",1393,"CAFA","seedling recruitment",83,1.9,"13.83877813","78.41066476",523.9465332,"none"
"107","APA15_CPFA","APA15","Wrightia tinctoria",3868,"CPFA","seedling recruitment",82,0.5,"14.0726159","78.3636446",407,"none"
"108","APC5_CPFA","APC5","Premna tomentosa",1367,"CPFA","clonal offspring",82,0.9,"13.81401939","78.41900453",457.5512695,"none"
"109","APC2_CAFA","APC2","Tectona grandis",3743,"CAFA","seedling recruitment",82,1.8,"13.89586589","78.47724823",457,"none"
"110","APC7_CPFA","APC7","Chloroxylon swietenia",3748,"CPFA","seedling recruitment",81,1.1,"13.9428231","78.50780164",407,"none"
"111","APC6_CAFA","APC6","Dolichandrone atrovirens",1361,"CAFA","seedling recruitment",81,1.5,"13.93975443","78.49343248",469,"none"
"112","APC6_CAFA","APC6","Dolichandrone atrovirens",1335,"CAFA","seedling recruitment",81,2.1,"13.93971573","78.49321304",471,"none"
"113","APC12_CAFA","APC12","Acacia chundra",4658,"CAFA","seedling recruitment",80,0.6,"13.89443352","78.41320931",432.9449463,"none"
"114","APC1_CPFA","APC1","Erythroxylum monogynum",1086,"CPFA","clonal offspring",80,0.7,"13.85041904","78.44319609",496.6599121,"none"
"115","APA17_CAFA","APA17","Acacia chundra",4767,"CAFA","clonal offspring",80,0.8,"14.11815324","78.33500675",411.3215332,"none"
"116","APA17_CAFA","APA17","Acacia chundra",4750,"CAFA","seedling recruitment",80,0.9,"14.11858368","78.33462986",411.7050781,"none"
"117","APA19_CAFA","APA19","Dalbergia paniculata",1009,"CAFA","seedling recruitment",80,0.9,"14.050743333333333","78.32432",576.5,"none"
"118","APA21_CPFA","APA21","Dalbergia paniculata",4919,"CPFA","clonal offspring",80,0.9,"14.00922384","78.31995571",516.7915649,"none"
"119","APC12_CPFA","APC12","Acacia chundra",4698,"CPFA","seedling recruitment",80,0.9,"13.89263164","78.4140239",425,"none"
"120","APC12_CPFA","APC12","Acacia chundra",4694,"CPFA","seedling recruitment",80,0.9,"13.89263316","78.41390697",430,"none"
"121","APA12_Control","APA12","Cassia fistula",4799,"Control","clonal offspring",80,1.1,"14.04126564","78.31801239",525.1789551,"none"
"122","APA17_CAFA","APA17","Acacia chundra",4749,"CAFA","seedling recruitment",80,1.1,"14.11846435","78.33477259",409.3668213,"none"
"123","APC11_CAFA","APC11","Albizia amara",1382,"CAFA","clonal offspring",80,1.1,"13.83851855","78.41066318",532.413208,"none"
"124","APC11_CAFA","APC11","Albizia amara",1386,"CAFA","seedling recruitment",80,1.1,"13.83854464","78.41062505",536.2237549,"none"
"125","APC12_CPFA","APC12","Acacia chundra",4680,"CPFA","seedling recruitment",80,1.1,"13.89256617","78.41343909",431,"none"
"126","APC12_CAFA","APC12","Acacia chundra",4670,"CAFA","clonal offspring",80,1.1,"13.89419024","78.41318288",413.0551758,"none"
"127","APC3_Control","APC3","Chloroxylon swietenia",1311,"Control","clonal offspring",80,1.1,"13.82793416","78.41316349",466.9602051,"none"
"128","APA17_CAFA","APA17","Dolichandrone atrovirens",4757,"CAFA","seedling recruitment",80,1.2,"14.11853046","78.33467922",406.9956055,"none"
"129","APC11_CAFA","APC11","Dolichandrone atrovirens",4602,"CAFA","clonal offspring",80,1.2,"13.83856975","78.41075959",526.0534668,"none"
"130","APC12_CPFA","APC12","Acacia chundra",3281,"CPFA","seedling recruitment",80,1.2,"13.89266041","78.41412364",434,"none"
"131","APC4_CPFA","APC4","Dolichandrone atrovirens",1448,"CPFA","clonal offspring",80,1.2,"13.84578962","78.44849967",505.3372803,"none"
"132","APA18_CPFA","APA18","Soymida febrifuga",1110,"CPFA","clonal offspring",80,1.3,"14.058586666666667","78.33758166666667",528.7,"none"
"133","APC13_CAFA","APC13","Pongamia pinnata",4504,"CAFA","seedling recruitment",80,1.3,"13.9057002","78.50209719",428,"none"
"134","APC3_Control","APC3","Dolichandrone atrovirens",1324,"Control","clonal offspring",80,1.4,"13.82759297","78.41307402",452.2659302,"none"
"135","APC14_CAFA","APC14","Pongamia pinnata",3772,"CAFA","seedling recruitment",80,1.5,"13.90443525","78.50448054",432,"none"
"136","APC4_CAFA","APC4","Dolichandrone atrovirens",1430,"CAFA","clonal offspring",80,1.8,"13.84350762","78.4210874",479.6376953,"none"
"137","APA16_CAFA","APA16","Dolichandrone atrovirens",4774,"CAFA","clonal offspring",80,1.9,"14.11669141","78.3404928",401.2816162,"none"
"138","APA12_CAFA","APA12","Dalbergia paniculata",4915,"CAFA","seedling recruitment",80,2.2,"14.04070131","78.31737249",542.0400391,"none"
"139","APC14_CAFA","APC14","Tectona grandis",3778,"CAFA","seedling recruitment",80,2.4,"13.90510754","78.50433372",418,"none"
"140","APC6_CAFA","APC6","Dolichandrone atrovirens",1377,"CAFA","seedling recruitment",80,2.5,"13.93966257","78.49321183",461,"none"
"141","APC7_CAFA","APC7","Dolichandrone atrovirens",4543,"CAFA","seedling recruitment",80,2.6,"13.93997823","78.49543398",484,"none"
"142","APA17_CPFA","APA17","Cassia fistula",4737,"CPFA","clonal offspring",80,2.7,"14.11815925","78.33352043",393.3590088,"none"
"143","APC5_CAFA","APC5","Dolichandrone atrovirens",1344,"CAFA","seedling recruitment",79,1.7,"13.80524418","78.41421944",500.2840576,"none"
"144","APA7_CPFA","APA7","Dolichandrone atrovirens",3984,"CPFA","seedling recruitment",79,1.9,"14.0214642","78.37985804",447,"none"
"145","APC6_CAFA","APC6","Dolichandrone atrovirens",1359,"CAFA","seedling recruitment",79,1.9,"13.93985281","78.49360308",468,"none"
"146","APC6_CAFA","APC6","Dolichandrone atrovirens",1309,"CAFA","seedling recruitment",79,2.1,"13.93985109","78.49349186",469,"none"
"147","APC9_CAFA","APC9","Dalbergia paniculata",3770,"CAFA","seedling recruitment",78,0.8,"13.87338377","78.52913245",443,"none"
"148","APC1_CPFA","APC1","Acacia chundra",1082,"CPFA","clonal offspring",78,1.3,"13.85056793","78.44295377",479.2530518,"none"
"149","APC5_CAFA","APC5","Dolichandrone atrovirens",1329,"CAFA","seedling recruitment",78,1.3,"13.80560001","78.41427046",492.866394,"none"
"150","APC6_CAFA","APC6","Dolichandrone atrovirens",1319,"CAFA","seedling recruitment",78,3,"13.9398333","78.49349354",469,"none"
"151","APC6_Control","APC6","Dolichandrone atrovirens",4509,"Control","seedling recruitment",78,3.1,"13.94097922","78.49459352",451,"none"
"152","APC7_CPFA","APC7","Chloroxylon swietenia",3759,"CPFA","seedling recruitment",77,0.8,"13.94239967","78.50770299",424,"none"
"153","APC10_CAFA","APC10","Cassia fistula",4652,"CAFA","seedling recruitment",77,1.4,"13.86514153","78.39845394",406.612793,"none"
"154","APA17_CAFA","APA17","Acacia chundra",4756,"CAFA","clonal offspring",76,0.9,"14.11849072","78.334596",400.1636963,"none"
"155","APA2_CAFA","APA2","Acacia chundra",1105,"CAFA","seedling recruitment",76,1,"14.069560000000001","78.31835333333333",551.8,"none"
"156","APC1_CPFA","APC1","Acacia chundra",1064,"CPFA","clonal offspring",76,1,"13.85040527","78.44363961",487.8723755,"none"
"157","APC3_Control","APC3","Chloroxylon swietenia",1312,"Control","clonal offspring",76,1.1,"13.82792729","78.41317348",466.0488281,"none"
"158","APC1_CAFA","APC1","Dolichandrone atrovirens",1004,"CAFA","seedling recruitment",76,2.2,"13.84873331","78.42895372",453,"none"
"159","APA12_Control","APA12","Dalbergia paniculata",4908,"Control","clonal offspring",75,0.7,"14.04112573","78.31750118",537.9123535,"none"
"160","APA16_CAFA","APA16","Acacia chundra",4782,"CAFA","clonal offspring",75,0.7,"14.11624642","78.34040341",400.0860596,"none"
"161","APC12_CPFA","APC12","Acacia chundra",4697,"CPFA","clonal offspring",75,0.9,"13.89268361","78.41400076",434,"none"
"162","APA17_CAFA","APA17","Acacia chundra",4745,"CAFA","seedling recruitment",75,1,"14.11842301","78.33484978",415.8515625,"none"
"163","APC12_CPFA","APC12","Acacia chundra",4683,"CPFA","seedling recruitment",75,1,"13.89262556","78.41360368",442,"none"
"164","APC2_CPFA","APC2","Tectona grandis",3746,"CPFA","seedling recruitment",75,1,"13.89230365","78.48086009",466,"none"
"165","APC3_Control","APC3","Dolichandrone atrovirens",1319,"Control","seedling recruitment",75,1.1,"13.8277156","78.41313019",471.0770264,"none"
"166","APC8_CAFA","APC8","Azadirachata indica",3704,"CAFA","seedling recruitment",75,1.1,"13.8736408","78.52798604",437,"browsed"
"167","APA21_CAFA","APA21","Dalbergia paniculata",4949,"CAFA","seedling recruitment",75,1.3,"14.00858663","78.32090533",502.0343018,"none"
"168","APC4_CPFA","APC4","Acacia chundra",1457,"CPFA","clonal offspring",75,1.5,"13.8457769","78.44873106",513.9482422,"none"
"169","APC2_CAFA","APC2","Tectona grandis",3740,"CAFA","seedling recruitment",75,1.7,"13.8957328","78.47726137",456,"none"
"170","APC5_CAFA","APC5","Dolichandrone atrovirens",1327,"CAFA","seedling recruitment",75,1.9,"13.80565286","78.4143081",493.5618896,"none"
"171","APC6_Control","APC6","Dolichandrone atrovirens",4520,"Control","clonal offspring",75,1.9,"13.94086456","78.49468241",448,"none"
"172","APC6_CAFA","APC6","Dolichandrone atrovirens",1313,"CAFA","seedling recruitment",75,1.9,"13.93984293","78.4935286",468,"none"
"173","APC7_CAFA","APC7","Dolichandrone atrovirens",4544,"CAFA","seedling recruitment",75,2,"13.94013447","78.4953247",468,"none"
"174","APC1_Control","APC1","Dolichandrone atrovirens",1404,"Control","clonal offspring",75,2.2,"13.85309101","78.4429928",509.6796265,"none"
"175","APC4_CPFA","APC4","Acacia chundra",1451,"CPFA","clonal offspring",75,2.3,"13.84582202","78.44861895",517.7339478,"none"
"176","APC7_CAFA","APC7","Dolichandrone atrovirens",4576,"CAFA","seedling recruitment",75,2.6,"13.94031049","78.49542175",456,"none"
"177","APA20_CAFA","APA20","Gyrocarpus americanus",3427,"CAFA","seedling recruitment",75,3.1,"14.078581666666667","78.32950666666667",500.1,"none"
"178","APA1_CAFA","APA1","Dalbergia paniculata",3453,"CAFA","clonal offspring",74,0.8,"14.065013333333331","78.31961666666666",532.2,"none"
"179","APA17_CAFA","APA17","Acacia chundra",4764,"CAFA","clonal offspring",74,0.8,"14.11815821","78.33499921",408.043335,"none"
"180","APA19_CAFA","APA19","Chloroxylon swietenia",1013,"CAFA","clonal offspring",74,0.8,"14.050863333333332","78.32469666666665",579.1,"none"
"181","APC7_CPFA","APC7","Chloroxylon swietenia",3743,"CPFA","seedling recruitment",74,1.1,"13.94265534","78.50767421",409,"none"
"182","APC3_Control","APC3","Chloroxylon swietenia",1318,"Control","clonal offspring",74,1.4,"13.82766194","78.41316721",480.6459351,"none"
"183","APC6_CAFA","APC6","Dolichandrone atrovirens",1395,"CAFA","seedling recruitment",74,1.5,"13.93970634","78.4931544",459,"none"
"184","APA17_CAFA","APA17","Dolichandrone atrovirens",4758,"CAFA","clonal offspring",74,1.7,"14.11840846","78.33469764",398.3145752,"none"
"185","APC6_CAFA","APC6","Dolichandrone atrovirens",1324,"CAFA","seedling recruitment",74,1.8,"13.93973756","78.49338449",471,"none"
"186","APC6_CAFA","APC6","Dolichandrone atrovirens",4574,"CAFA","seedling recruitment",74,2,"13.93959538","78.4932692",475,"none"
